good_nav_pix,tot_nav_pix,fidelity,Rover.pitch,Rover.roll
5648,5726,98.6,0.4503,0.2209
5648,5726,98.6,0.4503,0.2209
5640,5717,98.7,0.4468,0.2237
5578,5642,98.9,0.4283,0.2296
5505,5561,99.0,0.4182,0.2318
5505,5561,99.0,0.4182,0.2318
5516,5566,99.1,0.4089,0.2343
5356,5405,99.1,0.4058,0.2355
5146,5195,99.1,0.3845,0.2417
5146,5195,99.1,0.3845,0.2417
5153,5202,99.1,0.3884,0.2447
5110,5164,99.0,0.384,0.246
5077,5125,99.1,0.3831,0.2472
5103,5143,99.2,0.3808,0.2475
5059,5102,99.2,0.3739,0.2455
5059,5102,99.2,0.3739,0.2455
4855,4897,99.1,0.3736,0.2451
4765,4807,99.1,0.3775,0.2439
4866,4920,98.9,0.3755,0.2427
4706,4752,99.0,0.3747,0.2412
4986,5031,99.1,0.3826,0.2368
4986,5031,99.1,0.3826,0.2368
4865,4905,99.2,0.3797,0.2337
4783,4830,99.0,0.373,0.2298
4468,4502,99.2,0.3692,0.2226
4468,4502,99.2,0.3692,0.2226
4299,4336,99.1,0.3713,0.2201
4278,4311,99.2,0.3745,0.216
4696,4727,99.3,0.3797,0.2028
4696,4727,99.3,0.3797,0.2028
4419,4451,99.3,0.3787,0.1964
4486,4512,99.4,0.3826,0.1892
4930,4958,99.4,0.3967,0.1673
4930,4958,99.4,0.3967,0.1673
5078,5113,99.3,0.4019,0.1568
5075,5109,99.3,0.4048,0.1381
5249,5278,99.5,0.4072,0.1126
5249,5278,99.5,0.4072,0.1126
5184,5214,99.4,0.4089,0.0927
5150,5183,99.4,0.4092,0.0785
5190,5226,99.3,0.4095,0.0516
5190,5226,99.3,0.4095,0.0516
5295,5323,99.5,0.4113,0.038
5335,5367,99.4,0.414,0.0215
5359,5391,99.4,0.4135,359.9901
5359,5391,99.4,0.4135,359.9901
5400,5429,99.5,0.4097,359.9843
5382,5411,99.5,0.4051,359.9752
4571,4598,99.4,0.3788,359.954
4571,4598,99.4,0.3788,359.954
4683,4708,99.5,0.3576,359.9487
4164,4189,99.4,0.3551,359.9432
4165,4192,99.4,0.352,359.9374
4136,4161,99.4,0.3368,359.9319
4081,4106,99.4,0.3323,359.9285
4071,4095,99.4,0.3315,359.9268
4065,4084,99.5,0.3328,359.9225
4100,4122,99.5,0.3262,359.9196
4069,4089,99.5,0.3232,359.9167
4069,4089,99.5,0.3232,359.9167
4060,4077,99.6,0.3202,359.9124
4052,4065,99.7,0.3185,359.9093
4044,4050,99.9,0.3085,359.9004
4044,4050,99.9,0.3085,359.9004
4023,4026,99.9,0.3081,359.8979
4076,4078,100.0,0.3103,359.8934
4076,4078,100.0,0.3103,359.8934
4073,4075,100.0,0.3189,359.8928
4164,4167,99.9,0.3406,359.8972
4164,4167,99.9,0.3406,359.8972
4188,4188,100.0,0.3481,359.9009
4239,4241,100.0,0.3631,359.9135
4239,4241,100.0,0.3631,359.9135
4271,4272,100.0,0.3681,359.9193
4539,4539,100.0,0.3752,359.9308
4776,4776,100.0,0.3785,359.9387
5025,5025,100.0,0.3795,359.9463
4582,4582,100.0,0.3844,359.9542
4863,4863,100.0,0.3857,359.963
4863,4863,100.0,0.3857,359.963
4945,4945,100.0,0.3894,359.9733
5057,5057,100.0,0.3955,-0.0007
5057,5057,100.0,0.3955,-0.0007
5218,5218,100.0,0.397,0.0019
5342,5344,100.0,0.3979,0.0064
5342,5344,100.0,0.3979,0.0064
5271,5273,100.0,0.3955,0.0138
5287,5290,99.9,0.3948,0.0163
5010,5013,99.9,0.3861,0.0283
5010,5013,99.9,0.3861,0.0283
4698,4703,99.9,0.38,0.0345
4720,4722,100.0,0.3759,0.0381
4407,4409,100.0,0.3656,0.048
4407,4409,100.0,0.3656,0.048
4275,4287,99.7,0.3609,0.054
4342,4352,99.8,0.3578,0.057
4210,4219,99.8,0.3426,0.0758
4210,4219,99.8,0.3426,0.0758
4180,4185,99.9,0.3353,0.088
4192,4206,99.7,0.3297,0.0982
4154,4173,99.5,0.3137,0.1227
4154,4173,99.5,0.3137,0.1227
4125,4141,99.6,0.3079,0.1324
4162,4179,99.6,0.3017,0.1445
4166,4179,99.7,0.2876,0.1743
4166,4179,99.7,0.2876,0.1743
4142,4158,99.6,0.2814,0.186
4240,4258,99.6,0.2756,0.1958
4399,4415,99.6,0.2599,0.2243
4399,4415,99.6,0.2599,0.2243
4343,4357,99.7,0.2553,0.2306
4253,4262,99.8,0.2497,0.2327
4178,4188,99.8,0.2458,0.2355
4178,4188,99.8,0.2458,0.2355
4148,4162,99.7,0.2437,0.2387
4103,4110,99.8,0.243,0.2399
4100,4111,99.7,0.2427,0.2403
4100,4111,99.7,0.2427,0.2403
4055,4074,99.5,0.2437,0.2387
4113,4145,99.2,0.246,0.2322
4068,4129,98.5,0.2506,0.2226
4068,4129,98.5,0.2506,0.2226
4154,4213,98.6,0.2542,0.2188
4140,4200,98.6,0.2567,0.2157
4183,4246,98.5,0.2643,0.2067
4183,4246,98.5,0.2643,0.2067
4206,4260,98.7,0.2674,0.2046
4217,4291,98.3,0.2695,0.2008
4285,4344,98.6,0.2737,0.1924
4285,4344,98.6,0.2737,0.1924
4257,4315,98.7,0.2767,0.1854
4394,4480,98.1,0.2816,0.1702
4394,4480,98.1,0.2816,0.1702
4423,4514,98.0,0.2839,0.162
4576,4679,97.8,0.29,0.1406
4576,4679,97.8,0.29,0.1406
4561,4657,97.9,0.295,0.1194
4485,4567,98.2,0.3056,0.0757
4485,4567,98.2,0.3056,0.0757
4337,4401,98.5,0.3113,0.0502
4280,4339,98.6,0.3268,359.9776
4280,4339,98.6,0.3268,359.9776
4222,4263,99.0,0.3274,359.9541
4170,4201,99.3,0.326,359.9399
4117,4124,99.8,0.3195,359.9149
4117,4124,99.8,0.3195,359.9149
4113,4123,99.8,0.3118,359.8953
4092,4102,99.8,0.305,359.8779
4047,4056,99.8,0.2971,359.8602
4005,4018,99.7,0.2928,359.8513
3981,3990,99.8,0.2834,359.8312
3974,3990,99.6,0.2731,359.8107
3956,3979,99.4,0.262,359.7885
3913,3950,99.1,0.2503,359.7659
3932,3958,99.3,0.2441,359.7541
3894,3939,98.9,0.2311,359.7274
3824,3859,99.1,0.2173,359.6989
3829,3899,98.2,0.2101,359.6837
3797,3851,98.6,0.1952,359.6533
3695,3789,97.5,0.1647,359.5924
3695,3789,97.5,0.1647,359.5924
3752,3837,97.8,0.1407,359.5433
3738,3843,97.3,0.1326,359.5262
3704,3804,97.4,0.1161,359.4922
3738,3832,97.5,0.0998,359.4586
3726,3822,97.5,0.0913,359.4393
3762,3872,97.2,0.0737,359.3991
3767,3873,97.3,0.0551,359.3541
3821,3930,97.2,0.0259,359.2837
3887,4004,97.1,0.0059,359.2375
3822,3936,97.1,-0.0042,359.2144
3833,3947,97.1,359.9882,359.1686
3790,3906,97.0,359.9919,359.1236
3760,3867,97.2,0.0068,359.0416
3760,3867,97.2,0.0068,359.0416
3776,3910,96.6,0.0055,358.9795
3531,3671,96.2,0.0061,358.9358
3531,3671,96.2,0.0061,358.9358
3475,3606,96.4,0.0062,358.9574
3413,3543,96.3,0.005,358.9725
3413,3543,96.3,0.005,358.9725
3340,3479,96.0,0.0059,358.9747
3337,3490,95.6,0.0062,358.9886
3323,3455,96.2,0.0062,358.9932
3290,3446,95.5,0.006,359.0035
3218,3365,95.6,0.0056,359.0135
3159,3307,95.5,0.0055,359.0197
3121,3276,95.3,0.0056,359.0333
3036,3185,95.3,0.0063,359.0502
3042,3177,95.8,0.007,359.0594
3049,3195,95.4,0.0091,359.08
3013,3155,95.5,0.014,359.1143
2996,3138,95.5,0.0189,359.1418
2996,3138,95.5,0.0189,359.1418
2893,3038,95.2,0.0255,359.1745
2951,3094,95.4,0.0337,359.2107
2856,2996,95.3,0.0436,359.2473
2977,3120,95.4,0.0491,359.2675
3010,3159,95.3,0.0617,359.3113
2991,3143,95.2,0.0761,359.3599
3074,3225,95.3,0.0841,359.3849
3050,3193,95.5,0.1012,359.4355
3201,3339,95.9,0.1394,359.5377
3201,3339,95.9,0.1394,359.5377
3185,3322,95.9,0.1702,359.6278
3437,3608,95.3,0.2116,359.7503
3465,3637,95.3,0.2315,359.8197
3465,3637,95.3,0.2315,359.8197
3637,3819,95.2,0.2499,359.9055
3756,3945,95.2,0.2757,0.0419
3793,4035,94.0,0.2947,0.2132
3793,4035,94.0,0.2947,0.2132
3949,4214,93.7,0.29,0.2912
3757,4049,92.8,0.2521,0.4736
3757,4049,92.8,0.2521,0.4736
3671,3975,92.4,0.2112,0.5974
3639,3959,91.9,0.1762,0.6909
3592,3959,90.7,0.0706,0.9231
3592,3959,90.7,0.0706,0.9231
3511,3900,90.0,0.023,1.0162
3313,3711,89.3,-0.0041,1.06
3165,3581,88.4,359.9662,1.125
2952,3394,87.0,359.993,1.1437
3037,3490,87.0,0.0031,1.1518
3050,3528,86.5,-0.0025,1.1277
2874,3327,86.4,-0.0038,1.0957
2741,3166,86.6,0.0024,1.0414
2741,3166,86.6,0.0024,1.0414
2713,3154,86.0,0.0072,1.0187
2672,3101,86.2,0.0087,1.0005
2651,3067,86.4,0.0058,0.9714
2651,3067,86.4,0.0058,0.9714
2622,3037,86.3,0.005,0.964
2632,3044,86.5,0.0066,0.9353
2626,3013,87.2,0.0079,0.9168
2612,2982,87.6,0.0095,0.8972
2606,2969,87.8,0.0119,0.8736
2651,2999,88.4,0.0135,0.8592
2651,2967,89.3,0.0267,0.7783
2651,2967,89.3,0.0267,0.7783
2657,2956,89.9,0.035,0.7355
2661,2935,90.7,0.04,0.7096
2669,2888,92.4,0.0734,0.5705
2728,2929,93.1,0.0894,0.5068
2728,2929,93.1,0.0894,0.5068
2827,3013,93.8,0.106,0.4323
3117,3252,95.8,0.1509,0.2287
3117,3252,95.8,0.1509,0.2287
3256,3370,96.6,0.1686,0.1284
3265,3339,97.8,0.1837,0.0
4129,4140,99.7,0.2047,359.5996
4129,4140,99.7,0.2047,359.5996
4420,4432,99.7,0.175,359.4068
4205,4211,99.9,0.1378,359.2503
4377,4379,100.0,0.0317,358.9301
4377,4379,100.0,0.0317,358.9301
4226,4252,99.4,359.9597,358.777
4063,4090,99.3,359.9814,358.7596
4045,4082,99.1,0.0014,358.8675
3925,3949,99.4,0.0018,358.8976
3902,3933,99.2,0.0057,358.95
3814,3841,99.3,0.0068,358.9646
3708,3743,99.1,0.0087,358.9691
3708,3743,99.1,0.0087,358.9691
3662,3690,99.2,0.0062,358.9499
3672,3701,99.2,0.0076,358.9357
3517,3539,99.4,0.0065,358.9443
3517,3539,99.4,0.0065,358.9443
3354,3374,99.4,0.0047,358.9525
3239,3241,99.9,0.0028,358.9496
3239,3241,99.9,0.0028,358.9496
3261,3263,99.9,0.0033,358.9626
3118,3118,100.0,0.0072,358.9765
3064,3064,100.0,0.0084,358.9879
3030,3030,100.0,0.0081,358.9977
2974,2974,100.0,0.0075,359.0043
3059,3059,100.0,0.0061,359.0193
2962,2962,100.0,0.0053,359.028
3011,3012,100.0,0.0042,359.0514
2951,2951,100.0,0.0037,359.0755
2960,2970,99.7,0.0038,359.0885
2874,2876,99.9,0.0052,359.1273
2888,2888,100.0,0.0075,359.1565
2850,2850,100.0,0.0112,359.1904
2886,2886,100.0,0.0167,359.2294
2876,2876,100.0,0.0202,359.2502
2878,2878,100.0,0.0287,359.297
2892,2892,100.0,0.0397,359.3495
2961,2963,99.9,0.0525,359.4059
2960,2960,100.0,0.0595,359.436
2948,2948,100.0,0.0742,359.5042
2961,2962,100.0,0.0817,359.5429
2962,2965,99.9,0.0973,359.6279
2998,3005,99.8,0.1136,359.7183
3009,3020,99.6,0.1219,359.7669
3005,3020,99.5,0.1387,359.8688
3051,3070,99.4,0.1557,359.9768
3064,3101,98.8,0.1641,0.0344
3227,3265,98.8,0.1806,0.1563
3318,3403,97.5,0.1911,0.2807
3485,3694,94.3,0.1721,0.5061
3485,3694,94.3,0.1721,0.5061
3455,3688,93.7,0.1488,0.6262
3583,3929,91.2,0.1138,0.7659
3634,4025,90.3,0.0703,0.9077
3529,3929,89.8,0.0459,0.9786
3200,3678,87.0,359.9783,1.1596
3130,3623,86.4,359.9853,1.2118
3206,3764,85.2,0.0146,1.2072
3163,3696,85.6,359.9921,1.1325
2982,3363,88.7,359.988,1.1043
2962,3350,88.4,0.0015,1.062
2970,3324,89.4,0.0073,1.0356
2916,3250,89.7,0.0079,1.0182
2817,3119,90.3,0.0071,1.0013
2817,3119,90.3,0.0071,1.0013
2805,3089,90.8,0.0065,0.9866
2787,3063,91.0,0.0056,0.978
2787,3063,91.0,0.0056,0.978
2849,3098,92.0,0.0052,0.9766
2881,3120,92.3,0.0043,0.9631
2923,3137,93.2,0.0037,0.9398
2923,3137,93.2,0.0037,0.9398
2930,3127,93.7,0.0033,0.9219
2955,3148,93.9,0.0037,0.8873
2950,3138,94.0,0.0059,0.8481
2954,3138,94.1,0.0101,0.8033
2970,3125,95.0,0.0131,0.7781
2949,3091,95.4,0.0208,0.7211
2894,3017,95.9,0.0303,0.6555
2904,3015,96.3,0.0356,0.6186
2886,3000,96.2,0.0474,0.5392
2881,2984,96.5,0.0607,0.4558
2859,2934,97.4,0.0679,0.4114
2884,2958,97.5,0.0831,0.3217
2943,3010,97.8,0.099,0.2235
2996,3041,98.5,0.124,0.0695
2998,3030,98.9,0.1498,359.9102
3189,3221,99.0,0.1662,359.7869
3189,3221,99.0,0.1662,359.7869
4115,4122,99.8,0.1605,359.5045
4115,4122,99.8,0.1605,359.5045
4246,4251,99.9,0.1266,359.3316
4513,4527,99.7,0.0339,359.0315
4513,4527,99.7,0.0339,359.0315
4311,4324,99.7,-0.0049,358.896
4451,4490,99.1,359.9886,358.8118
4451,4490,99.1,359.9886,358.8118
4292,4329,99.1,-0.0007,358.8921
4097,4138,99.0,0.0027,358.9009
3746,3781,99.1,-0.0028,358.9447
3746,3781,99.1,-0.0028,358.9447
3660,3715,98.5,0.0055,358.958
3600,3605,99.9,0.0074,358.9746
3574,3581,99.8,0.0032,359.0033
3574,3581,99.8,0.0032,359.0033
3475,3482,99.8,0.0042,359.0194
3331,3343,99.6,0.0041,359.0645
3331,3343,99.6,0.0041,359.0645
3266,3276,99.7,0.0047,359.0928
3242,3254,99.6,0.0063,359.1369
3220,3220,100.0,0.016,359.2354
3284,3284,100.0,0.0286,359.3266
3284,3284,100.0,0.0286,359.3266
3388,3405,99.5,0.0383,359.4045
3332,3364,99.0,0.0552,359.5354
3405,3420,99.6,0.0818,359.7315
3405,3420,99.6,0.0818,359.7315
3495,3530,99.0,0.1024,359.9136
3537,3570,99.1,0.1478,0.3026
3537,3570,99.1,0.1478,0.3026
3735,3775,98.9,0.1429,0.4302
4012,4081,98.3,0.0746,0.7949
4012,4081,98.3,0.0746,0.7949
3911,3991,98.0,0.0376,0.9144
3880,3971,97.7,359.9939,1.0409
3928,4033,97.4,359.9728,1.1445
4031,4144,97.3,359.9896,1.187
4259,4381,97.2,359.9915,1.1623
4097,4209,97.3,359.9934,1.0971
3830,3923,97.6,0.0062,1.0632
3876,3975,97.5,0.0053,1.0328
3837,3928,97.7,0.006,1.0064
3840,3917,98.0,0.0061,0.9898
3823,3884,98.4,0.0056,0.9085
3823,3884,98.4,0.0056,0.9085
3825,3878,98.6,0.0061,0.8695
3853,3898,98.8,0.0099,0.7922
3823,3850,99.3,0.0226,0.6871
3823,3850,99.3,0.0226,0.6871
3840,3866,99.3,0.0316,0.6294
3865,3883,99.5,0.0341,0.5088
3844,3856,99.7,0.0266,0.4223
3829,3836,99.8,0.0205,0.3773
3895,3898,99.9,359.9756,0.1428
3895,3898,99.9,359.9756,0.1428
3863,3869,99.8,359.9622,0.0457
3953,3956,99.9,359.9534,359.9449
4050,4074,99.4,359.9491,359.844
3984,3984,100.0,359.9489,359.7481
4020,4020,100.0,359.9503,359.7042
4078,4078,100.0,359.994,359.5309
4078,4078,100.0,359.994,359.5309
4296,4296,100.0,0.0111,359.4489
4489,4489,100.0,0.0105,359.3996
4684,4684,100.0,0.0058,359.3769
4797,4797,100.0,359.9858,359.3145
4863,4863,100.0,359.9756,359.2685
4832,4832,100.0,359.9732,359.2179
6851,6851,100.0,-0.003,359.1183
6851,6851,100.0,-0.003,359.1183
7382,7382,100.0,0.0063,359.0346
7515,7515,100.0,0.0015,358.8706
7515,7515,100.0,0.0015,358.8706
7323,7323,100.0,-0.0023,358.8297
6895,6895,100.0,0.004,358.927
6895,6895,100.0,0.004,358.927
6713,6713,100.0,0.0025,358.953
5177,5177,100.0,0.0028,358.9467
5177,5177,100.0,0.0028,358.9467
4971,4971,100.0,0.0039,358.9542
4541,4541,100.0,0.0035,358.994
4286,4286,100.0,0.0012,359.1101
4286,4286,100.0,0.0012,359.1101
4284,4284,100.0,359.9903,359.1794
4063,4063,100.0,359.9813,359.2269
4219,4219,100.0,359.9026,359.5659
4219,4219,100.0,359.9026,359.5659
4215,4215,100.0,359.8678,359.7873
4439,4439,100.0,359.8499,359.9685
4919,4919,100.0,359.8384,0.1621
5260,5260,100.0,359.8332,0.3666
6208,6208,100.0,359.8939,0.762
6208,6208,100.0,359.8939,0.762
6913,7115,97.2,359.9494,0.9806
8245,9261,89.0,0.0188,1.2015
9414,12243,76.9,-0.0004,1.1687
9414,12243,76.9,-0.0004,1.1687
9262,11580,80.0,0.0002,1.0718
8660,10091,85.8,359.9848,1.025
8527,9821,86.8,359.9814,1.0275
8475,9751,86.9,359.988,1.046
8579,10197,84.1,0.0095,1.1009
8579,10197,84.1,0.0095,1.1009
8578,10193,84.2,0.0012,1.1039
8307,9700,85.6,0.0033,1.0989
8141,9514,85.6,0.0003,1.0932
7688,8875,86.6,0.0063,1.0961
7688,8875,86.6,0.0063,1.0961
7584,8936,84.9,-0.001,1.0894
6780,7798,86.9,-0.0019,1.0849
6537,7443,87.8,-0.0022,1.0816
5824,6299,92.5,0.0021,1.0785
5824,6299,92.5,0.0021,1.0785
5528,6098,90.7,0.0031,1.0764
5245,5623,93.3,0.0024,1.063
5030,5304,94.8,0.002,1.0432
4900,5119,95.7,0.0023,1.0344
4810,5018,95.9,0.0044,1.0271
4814,5024,95.8,0.003,1.0049
4748,4930,96.3,-0.003,0.9789
4726,4860,97.2,359.992,0.9669
4714,4819,97.8,359.9807,0.9392
4685,4825,97.1,359.9717,0.9077
4651,4796,97.0,359.9692,0.8427
4651,4796,97.0,359.9692,0.8427
4686,4835,96.9,359.9737,0.8062
4720,4891,96.5,359.9808,0.7701
4876,5066,96.2,0.0021,0.702
4876,5066,96.2,0.0021,0.702
4901,5101,96.1,0.0085,0.6558
4829,4979,97.0,359.9805,0.577
4829,4979,97.0,359.9805,0.577
4823,4939,97.7,359.9643,0.5533
4640,4682,99.1,359.9163,0.4955
4640,4682,99.1,359.9163,0.4955
4548,4591,99.1,359.8972,0.4437
4424,4476,98.8,359.8915,0.4065
4391,4457,98.5,359.8907,0.369
4464,4557,98.0,359.892,0.3506
4486,4567,98.2,359.8976,0.308
4516,4646,97.2,359.907,0.2614
4577,4734,96.7,359.9199,0.2181
4834,5006,96.6,359.9647,0.1131
4834,5006,96.6,359.9647,0.1131
4979,5143,96.8,-0.0024,0.0439
6301,6461,97.5,0.07,359.8998
6301,6461,97.5,0.07,359.8998
6493,6628,98.0,0.0945,359.8406
6363,6440,98.8,0.1109,359.7445
6245,6320,98.8,0.0848,359.591
6348,6397,99.2,0.0441,359.4598
6348,6397,99.2,0.0441,359.4598
6838,6868,99.6,359.9897,359.3055
7012,7125,98.4,359.9571,359.1424
7464,7599,98.2,359.9475,358.9777
9343,10150,92.0,0.0221,358.737
9343,10150,92.0,0.0221,358.737
9887,10738,92.1,359.9861,358.7899
9475,10194,92.9,0.0058,358.8954
9283,9790,94.8,0.0017,358.9401
9322,9759,95.5,0.0003,358.9513
9464,9914,95.5,-0.0038,358.9529
9442,9966,94.7,-0.0048,358.9418
9818,10509,93.4,-0.0019,358.911
9818,10509,93.4,-0.0019,358.911
9731,10548,92.3,0.0032,358.8966
10026,10920,91.8,-0.0003,358.9042
10145,11152,91.0,0.0033,358.8975
10373,11459,90.5,-0.0012,358.9083
10373,11459,90.5,-0.0012,358.9083
10461,11513,90.9,0.0017,358.9008
10754,11781,91.3,-0.0013,358.9025
11011,12000,91.8,-0.0017,358.9066
11011,12000,91.8,-0.0017,358.9066
11061,12042,91.9,0.0093,358.8993
11316,12315,91.9,0.0026,358.9009
10980,11990,91.6,-0.0024,358.9112
10980,11990,91.6,-0.0024,358.9112
10986,12052,91.2,0.0012,358.9168
11101,12196,91.0,0.0013,358.9178
11030,12148,90.8,0.0016,358.9176
11108,12254,90.6,0.0012,358.9146
11108,12254,90.6,0.0012,358.9146
11123,12295,90.5,359.994,358.9137
11013,12228,90.1,359.9909,358.8956
11049,12285,89.9,0.0002,358.8857
11145,12393,89.9,-0.0052,358.8882
11096,12339,89.9,0.0,358.8923
11096,12339,89.9,0.0,358.8923
11205,12412,90.3,0.012,358.8819
11197,12423,90.1,-0.0017,358.9091
11197,12423,90.1,-0.0017,358.9091
11066,12395,89.3,0.0062,358.9146
10931,11774,92.8,0.0059,358.9165
10657,11471,92.9,0.0059,358.9178
9978,10547,94.6,0.0023,358.9169
9429,9975,94.5,0.0066,358.9166
9429,9975,94.5,0.0066,358.9166
9212,9608,95.9,0.0029,358.9148
8698,9198,94.6,0.0073,358.9134
7747,8179,94.7,0.008,358.911
7747,8179,94.7,0.008,358.911
7673,8161,94.0,0.0044,358.9096
7182,7621,94.2,0.0087,358.9109
6764,7059,95.8,0.0049,358.911
6552,6916,94.7,0.009,358.9126
6552,6916,94.7,0.009,358.9126
6346,6573,96.5,0.0091,358.9129
5810,5967,97.4,0.0094,358.9122
5810,5967,97.4,0.0094,358.9122
5690,5851,97.2,0.0095,358.9117
5299,5373,98.6,0.0097,358.9102
5299,5373,98.6,0.0097,358.9102
5273,5372,98.2,0.0057,358.9093
4988,5038,99.0,0.0069,358.9271
4988,5038,99.0,0.0069,358.9271
4898,4928,99.4,-0.0016,358.9464
4559,4572,99.7,359.9882,358.9429
4559,4572,99.7,359.9882,358.9429
4531,4549,99.6,359.9942,358.946
4450,4468,99.6,0.0032,358.9521
4416,4437,99.5,0.0059,358.9529
4378,4395,99.6,0.0035,358.9566
4378,4395,99.6,0.0035,358.9566
4342,4354,99.7,0.0046,358.9609
4306,4313,99.8,0.0047,358.9656
4259,4261,100.0,0.0045,358.9688
4185,4185,100.0,0.0039,358.9765
4185,4185,100.0,0.0039,358.9765
4146,4146,100.0,0.0007,358.9856
4125,4125,100.0,359.9939,358.9994
4075,4075,100.0,359.9847,359.0147
4005,4005,100.0,359.978,359.0224
3764,3764,100.0,359.95,359.0818
3764,3764,100.0,359.95,359.0818
3674,3674,100.0,359.946,359.1135
3629,3629,100.0,359.9458,359.1553
3638,3638,100.0,359.9639,359.2981
3638,3638,100.0,359.9639,359.2981
3659,3659,100.0,359.975,359.3569
3690,3690,100.0,359.9871,359.4345
3769,3769,100.0,359.9937,359.4762
3801,3801,100.0,0.0081,359.5678
4305,4305,100.0,0.0538,359.8782
4305,4305,100.0,0.0538,359.8782
4402,4402,100.0,0.0576,0.0024
4857,4857,100.0,0.0271,0.4068
4857,4857,100.0,0.0271,0.4068
5046,5046,100.0,359.9751,0.6464
5134,5137,99.9,359.9642,0.8397
5187,5252,98.8,359.9734,1.0401
6352,8005,79.4,0.0138,1.2558
6352,8005,79.4,0.0138,1.2558
6337,8064,78.6,0.0024,1.1637
6228,7367,84.5,0.0139,1.0946
6212,7089,87.6,-0.0001,1.0684
5535,5918,93.5,0.0058,1.0727
5535,5918,93.5,0.0058,1.0727
5492,5970,92.0,0.0026,1.0939
5403,5790,93.3,0.0005,1.099
5328,5701,93.5,0.003,1.0978
5169,5429,95.2,0.0112,1.1009
5169,5429,95.2,0.0112,1.1009
5129,5440,94.3,0.0039,1.1037
5070,5334,95.1,0.0005,1.0977
5001,5265,95.0,-0.0013,1.0912
4933,5161,95.6,-0.0025,1.0805
4933,5161,95.6,-0.0025,1.0805
4907,5162,95.1,-0.0025,1.0778
4865,5117,95.1,-0.0022,1.0773
4627,4841,95.6,-0.0007,1.0855
4627,4841,95.6,-0.0007,1.0855
4556,4786,95.2,-0.0001,1.089
4370,4656,93.9,0.0056,1.089
4248,4531,93.8,0.0064,1.0842
4248,4531,93.8,0.0064,1.0842
4153,4427,93.8,0.0072,1.0782
3911,4148,94.3,0.0054,1.0681
3911,4148,94.3,0.0054,1.0681
3823,4050,94.4,0.0064,1.0638
3766,3951,95.3,0.0066,1.055
3713,3851,96.4,0.0041,1.0528
3638,3787,96.1,0.0036,1.0568
3613,3763,96.0,-0.0048,1.0586
3501,3601,97.2,359.9912,1.0597
3409,3489,97.7,359.9857,1.0655
3368,3463,97.3,359.9891,1.0716
3310,3393,97.6,0.0096,1.0779
3278,3364,97.4,0.0039,1.0733
3164,3234,97.8,0.0021,1.0614
3077,3144,97.9,0.0005,1.0511
3054,3127,97.7,-0.0019,1.0446
3054,3127,97.7,-0.0019,1.0446
2970,3047,97.5,0.0003,1.0456
2926,3012,97.1,-0.005,1.0466
2875,2966,96.9,359.9916,1.0466
2763,2876,96.1,359.9761,1.0574
2763,2876,96.1,359.9761,1.0574
2732,2852,95.8,359.9814,1.0615
2707,2833,95.6,-0.0025,1.066
2588,2733,94.7,0.0039,1.0584
2588,2733,94.7,0.0039,1.0584
2569,2698,95.2,0.0038,1.0448
2469,2592,95.3,0.0064,1.0482
2424,2543,95.3,0.006,1.0501
2424,2543,95.3,0.006,1.0501
2389,2496,95.7,0.0047,1.0481
2350,2442,96.2,-0.0018,1.0425
2293,2363,97.0,-0.0055,1.0422
2239,2303,97.2,359.9925,1.0427
2158,2210,97.6,-0.0007,1.0453
2158,2210,97.6,-0.0007,1.0453
2118,2178,97.2,0.0065,1.0515
2025,2101,96.4,0.0008,1.0412
2025,2101,96.4,0.0008,1.0412
1989,2078,95.7,0.0007,1.0434
1963,2040,96.2,-0.0003,1.0418
1832,1899,96.5,0.0028,1.0463
1832,1899,96.5,0.0028,1.0463
1772,1838,96.4,0.0016,1.041
1705,1756,97.1,-0.0002,1.0439
1643,1705,96.4,-0.0051,1.0455
1643,1705,96.4,-0.0051,1.0455
1593,1660,96.0,359.9914,1.0437
1550,1621,95.6,359.9931,1.0453
1459,1549,94.2,0.0024,1.0499
1459,1549,94.2,0.0024,1.0499
1432,1535,93.3,0.0038,1.045
1304,1379,94.6,0.006,1.0479
1304,1379,94.6,0.006,1.0479
1280,1361,94.0,0.0017,1.0496
1261,1336,94.4,359.9916,1.0449
1230,1296,94.9,359.985,1.0458
1202,1270,94.6,359.9815,1.0478
1169,1237,94.5,359.9801,1.0507
1153,1223,94.3,359.9905,1.0477
1132,1204,94.0,0.0056,1.0429
1117,1185,94.3,0.008,1.043
1086,1164,93.3,0.005,1.0402
1052,1121,93.8,0.0038,1.0412
973,1037,93.8,0.0035,1.0436
973,1037,93.8,0.0035,1.0436
954,1031,92.5,0.0007,1.033
916,990,92.5,-0.0033,1.0178
833,896,93.0,359.981,0.9963
833,896,93.0,359.981,0.9963
798,868,91.9,359.9621,0.9688
714,770,92.7,359.9315,0.9038
676,730,92.6,359.9268,0.8692
676,730,92.6,359.9268,0.8692
650,699,93.0,359.9263,0.8209
580,626,92.7,359.9402,0.6818
580,626,92.7,359.9402,0.6818
554,599,92.5,359.9503,0.6098
531,568,93.5,359.969,0.4767
511,541,94.5,359.9836,0.374
494,520,95.0,-0.0003,0.2588
464,478,97.1,0.0359,0.0023
464,478,97.1,0.0359,0.0023
460,472,97.5,0.0527,359.8343
450,459,98.0,0.0604,359.6242
418,435,96.1,359.9658,359.0182
418,435,96.1,359.9658,359.0182
