good_nav_pix,tot_nav_pix,fidelity,Rover.pitch,Rover.roll
3653,3658,99.9,0.3265,359.7059
3539,3547,99.8,0.2917,359.6298
3539,3547,99.8,0.2917,359.6298
3477,3486,99.7,0.2589,359.5659
3374,3380,99.8,0.2353,359.5199
3291,3299,99.8,0.2084,359.4747
3181,3189,99.7,0.1986,359.4527
3031,3039,99.7,0.1369,359.3454
3031,3039,99.7,0.1369,359.3454
2953,2963,99.7,0.1117,359.3008
2888,2896,99.7,0.0831,359.2554
2799,2808,99.7,0.0714,359.2335
2778,2788,99.6,0.0489,359.191
2653,2665,99.5,-0.0019,359.0952
2653,2665,99.5,-0.0019,359.0952
2592,2607,99.4,-0.0053,359.0616
2572,2584,99.5,359.9929,359.0429
2558,2572,99.5,0.0009,359.0149
2553,2569,99.4,0.0051,358.9884
2540,2556,99.4,0.003,358.9501
2540,2556,99.4,0.003,358.9501
2516,2536,99.2,0.0039,358.9541
2495,2511,99.4,0.0036,358.961
2466,2479,99.5,0.0057,358.9663
2455,2465,99.6,0.0047,358.9693
2437,2449,99.5,0.0063,358.9783
2440,2453,99.5,0.0088,358.9912
2440,2453,99.5,0.0088,358.9912
2406,2419,99.5,0.0118,359.0052
2398,2410,99.5,0.0189,359.0284
2387,2399,99.5,0.0234,359.0451
2387,2399,99.5,0.0234,359.0451
2372,2384,99.5,0.0302,359.0733
2359,2370,99.5,0.0366,359.0937
2370,2379,99.6,0.0435,359.1138
2370,2381,99.5,0.0634,359.1645
2370,2381,99.5,0.0634,359.1645
2371,2382,99.5,0.0721,359.188
2375,2387,99.5,0.0859,359.227
2360,2369,99.6,0.0963,359.252
2397,2406,99.6,0.1071,359.2787
2397,2406,99.6,0.1071,359.2787
2392,2401,99.6,0.1241,359.3202
2425,2432,99.7,0.1529,359.3837
2425,2432,99.7,0.1529,359.3837
2428,2434,99.8,0.1642,359.4077
2444,2450,99.8,0.1755,359.4331
2472,2476,99.8,0.2074,359.5021
2472,2476,99.8,0.2074,359.5021
2441,2443,99.9,0.2172,359.5236
2479,2481,99.9,0.2268,359.5467
2496,2497,100.0,0.2359,359.5685
2507,2508,100.0,0.2446,359.5898
2502,2502,100.0,0.2488,359.6003
2515,2515,100.0,0.2568,359.6207
2523,2523,100.0,0.2642,359.6398
2523,2523,100.0,0.2677,359.649
2528,2528,100.0,0.2741,359.6662
2550,2550,100.0,0.2798,359.682
2545,2547,99.9,0.2824,359.6892
2568,2569,100.0,0.2869,359.7025
2565,2566,100.0,0.2904,359.7134
2584,2589,99.8,0.2918,359.7178
2592,2595,99.9,0.2939,359.7259
2588,2596,99.7,0.295,359.7317
2590,2599,99.7,0.2951,359.7337
2591,2600,99.7,0.2946,359.7365
2591,2601,99.6,0.2929,359.7365
2599,2611,99.5,0.2917,359.736
2590,2603,99.5,0.2885,359.7339
2618,2631,99.5,0.2844,359.7299
2586,2595,99.7,0.2792,359.7232
2586,2595,99.7,0.2792,359.7232
2576,2587,99.6,0.2729,359.7141
2568,2581,99.5,0.2617,359.6982
2596,2608,99.5,0.2534,359.6863
2596,2608,99.5,0.2534,359.6863
2589,2601,99.5,0.2395,359.6658
2596,2612,99.4,0.2294,359.65
2601,2620,99.3,0.2079,359.6163
2601,2620,99.3,0.2079,359.6163
2617,2638,99.2,0.1904,359.5868
2569,2602,98.7,0.1779,359.5637
2525,2552,98.9,0.1585,359.5284
2525,2552,98.9,0.1585,359.5284
2430,2460,98.8,0.1451,359.5033
2363,2390,98.9,0.1112,359.441
2363,2390,98.9,0.1112,359.441
2404,2431,98.9,0.0977,359.4156
2417,2446,98.8,0.0912,359.4047
2391,2418,98.9,0.0562,359.3513
2391,2418,98.9,0.0562,359.3513
2391,2418,98.9,0.0562,359.3513
2306,2332,98.9,0.0347,359.3379
2236,2265,98.7,0.0305,359.3448
2236,2265,98.7,0.0305,359.3448
2228,2252,98.9,0.0301,359.3488
2210,2243,98.5,0.0316,359.3611
2215,2249,98.5,0.0346,359.3709
2183,2213,98.6,0.0394,359.3853
2166,2199,98.5,0.0461,359.4043
2166,2199,98.5,0.0461,359.4043
2154,2188,98.4,0.0546,359.4258
2247,2277,98.7,0.0823,359.4846
2247,2277,98.7,0.0823,359.4846
2238,2285,97.9,0.1029,359.5273
2331,2379,98.0,0.1341,359.5944
2331,2379,98.0,0.1341,359.5944
2371,2415,98.2,0.1518,359.636
2406,2453,98.1,0.1706,359.6885
2463,2505,98.3,0.2191,359.8302
2463,2505,98.3,0.2191,359.8302
2504,2536,98.7,0.2381,359.8972
2584,2621,98.6,0.256,359.9759
2687,2716,98.9,0.2732,0.0575
2713,2743,98.9,0.2852,0.1359
2688,2720,98.8,0.2873,0.204
2789,2848,97.9,0.2834,0.2692
2775,2839,97.7,0.2796,0.3
2706,2777,97.4,0.2683,0.3606
2662,2752,96.7,0.2514,0.428
2662,2752,96.7,0.2514,0.428
2589,2668,97.0,0.2299,0.4961
2500,2587,96.6,0.2044,0.5643
2475,2565,96.5,0.1759,0.6299
2493,2599,95.9,0.1452,0.6932
2509,2601,96.5,0.129,0.7257
2497,2595,96.2,0.0954,0.7889
2590,2691,96.2,0.061,0.8478
2525,2625,96.2,0.0266,0.9011
2385,2487,95.9,359.9933,0.9454
2385,2487,95.9,359.9933,0.9454
2359,2457,96.0,359.974,0.9987
2279,2381,95.7,359.9749,1.0344
2254,2344,96.2,359.9916,1.0604
2279,2387,95.5,0.0011,1.0709
2287,2402,95.2,0.0064,1.0678
2287,2402,95.2,0.0064,1.0678
2256,2380,94.8,0.004,1.0459
2223,2341,95.0,0.0051,1.0021
2223,2341,95.0,0.0051,1.0021
2211,2316,95.5,0.0055,0.9861
2200,2303,95.5,0.0066,0.9622
2184,2277,95.9,0.0117,0.9108
2184,2277,95.9,0.0117,0.9108
2145,2241,95.7,0.0184,0.8662
2138,2238,95.5,0.0248,0.8304
2133,2232,95.6,0.0419,0.7561
2133,2232,95.6,0.0419,0.7561
2150,2247,95.7,0.0589,0.6905
2170,2260,96.0,0.0656,0.6646
2194,2276,96.4,0.1057,0.5317
2194,2276,96.4,0.1057,0.5317
2255,2343,96.2,0.124,0.4775
2282,2361,96.7,0.1427,0.4154
2493,2562,97.3,0.1908,0.2561
2493,2562,97.3,0.1908,0.2561
2525,2592,97.4,0.2097,0.1862
2575,2639,97.6,0.2267,0.0943
2854,2894,98.6,0.2681,359.8022
2854,2894,98.6,0.2681,359.8022
2896,2933,98.7,0.2643,359.7087
2984,3002,99.4,0.2419,359.5593
2985,2996,99.6,0.2186,359.4647
2985,2996,99.6,0.2186,359.4647
2912,2928,99.5,0.1889,359.3665
2822,2841,99.3,0.1538,359.2695
2636,2664,98.9,0.0503,359.0433
2636,2664,98.9,0.0503,359.0433
2520,2549,98.9,0.0049,358.9576
2428,2465,98.5,0.0018,358.8775
2428,2465,98.5,0.0018,358.8775
2420,2459,98.4,0.0057,358.9417
2430,2457,98.9,0.0053,359.0158
2430,2457,98.9,0.0053,359.0158
2430,2457,98.9,0.0053,359.0158
2419,2435,99.3,0.0055,359.0501
2394,2409,99.4,0.0059,359.0659
2394,2409,99.4,0.0059,359.0659
2369,2380,99.5,0.0065,359.085
2322,2330,99.7,0.0083,359.1274
2322,2330,99.7,0.0083,359.1274
2331,2340,99.6,0.0095,359.1464
2280,2285,99.8,0.0124,359.1775
2200,2203,99.9,0.0225,359.2444
2200,2203,99.9,0.0225,359.2444
2206,2207,100.0,0.0324,359.2946
2225,2226,100.0,0.0412,359.3361
2256,2256,100.0,0.0643,359.4245
2256,2256,100.0,0.0643,359.4245
2255,2255,100.0,0.0865,359.5023
2324,2324,100.0,0.1026,359.5594
2364,2364,100.0,0.1196,359.6177
2423,2423,100.0,0.1284,359.6473
2528,2529,100.0,0.1728,359.8042
2528,2529,100.0,0.1728,359.8042
2531,2539,99.7,0.1898,359.8814
2527,2533,99.8,0.2138,0.0148
2617,2624,99.7,0.2216,0.0606
2594,2598,99.8,0.2366,0.1549
2640,2652,99.5,0.2374,0.2384
2694,2738,98.4,0.2302,0.3253
2805,2880,97.4,0.2158,0.4126
2785,2827,98.5,0.1947,0.5025
2731,2774,98.4,0.1821,0.5466
2617,2671,98.0,0.1519,0.6415
2604,2670,97.5,0.1345,0.6909
2639,2735,96.5,0.096,0.7917
2485,2578,96.4,0.0516,0.9018
2567,2675,96.0,0.0272,0.9606
2505,2648,94.6,359.9874,1.0817
2396,2560,93.6,359.9825,1.1629
2410,2596,92.8,359.9847,1.197
2335,2561,91.2,0.0124,1.1144
2335,2561,91.2,0.0124,1.1144
2281,2494,91.5,-0.0018,1.0834
2182,2381,91.6,359.993,1.0587
2182,2381,91.6,359.993,1.0587
2141,2381,89.9,0.0095,1.0527
2069,2257,91.7,0.0083,1.0502
2069,2257,91.7,0.0083,1.0502
2063,2253,91.6,0.0056,1.0525
1888,2102,89.8,0.0034,1.0451
1888,2102,89.8,0.0034,1.0451
1875,2076,90.3,0.0062,1.0449
1837,2032,90.4,0.0064,1.0489
1825,1978,92.3,0.0024,1.0462
1787,1941,92.1,0.0003,1.0454
1787,1941,92.1,0.0003,1.0454
1687,1844,91.5,-0.0021,1.0424
1662,1818,91.4,0.0,1.0455
1556,1691,92.0,0.0065,1.0482
1556,1691,92.0,0.0065,1.0482
1490,1624,91.7,0.0071,1.0513
1400,1534,91.3,0.0053,1.0505
1400,1534,91.3,0.0053,1.0505
1395,1524,91.5,-0.0007,1.0565
1268,1392,91.1,0.0062,1.0534
1268,1392,91.1,0.0062,1.0534
1262,1398,90.3,0.0083,1.0532
1184,1312,90.2,0.0084,1.0553
1154,1287,89.7,0.009,1.0598
1154,1287,89.7,0.009,1.0598
1135,1259,90.2,0.0094,1.0676
1098,1239,88.6,0.0064,1.0772
1020,1136,89.8,0.0062,1.0784
1020,1136,89.8,0.0062,1.0784
984,1108,88.8,0.0064,1.0775
958,1073,89.3,0.0065,1.079
924,1038,89.0,0.0067,1.0799
819,909,90.1,0.0104,1.0725
819,909,90.1,0.0104,1.0725
800,897,89.2,0.0104,1.0712
769,845,91.0,0.007,1.0704
754,840,89.8,0.0068,1.0679
754,840,89.8,0.0068,1.0679
738,824,89.6,0.0067,1.0636
707,805,87.8,0.0081,1.0577
727,794,91.6,0.0039,1.0581
684,767,89.2,0.0036,1.056
664,737,90.1,0.0071,1.0531
662,746,88.7,0.0071,1.0484
661,737,89.7,0.0053,1.0553
629,710,88.6,0.005,1.0573
599,688,87.1,0.0051,1.0505
599,688,87.1,0.0051,1.0505
581,666,87.2,0.0038,1.0475
579,658,88.0,0.0018,1.0455
542,620,87.4,-0.0005,1.0457
528,602,87.7,0.0065,1.0471
526,596,88.3,0.0064,1.0487
505,580,87.1,0.0034,1.044
492,556,88.5,0.0043,1.0418
464,531,87.4,0.0054,1.0388
435,506,86.0,0.0055,1.0372
424,490,86.5,0.0046,1.0362
402,476,84.5,0.0045,1.0323
402,476,84.5,0.0045,1.0323
382,451,84.7,0.0044,1.0265
359,433,82.9,0.0037,1.021
360,423,85.1,0.0041,1.0166
354,421,84.1,0.0039,1.0088
326,388,84.0,0.0038,0.9883
326,388,84.0,0.0038,0.9883
306,374,81.8,0.004,0.9619
304,370,82.2,0.005,0.9212
288,355,81.1,0.0078,0.8756
279,342,81.6,0.01,0.8519
275,343,80.2,0.0277,0.714
275,343,80.2,0.0277,0.714
248,314,79.0,0.0372,0.6408
242,308,78.6,0.0467,0.546
235,293,80.2,0.0519,0.4951
234,292,80.1,0.0634,0.3889
275,336,81.8,0.0902,0.1626
275,336,81.8,0.0902,0.1626
280,340,82.4,0.1116,359.9669
274,322,85.1,0.1419,359.6909
274,322,85.1,0.1419,359.6909
267,310,86.1,0.1378,359.554
264,303,87.1,0.0834,359.2326
264,303,87.1,0.0834,359.2326
260,299,87.0,0.0487,359.1115
258,290,89.0,359.9774,358.8977
258,290,89.0,359.9774,358.8977
248,283,87.6,359.9834,358.8354
201,238,84.5,0.0016,358.9081
201,238,84.5,0.0016,358.9081
184,225,81.8,0.0019,358.9523
214,253,84.6,0.0004,358.9908
185,216,85.6,0.0045,359.056
185,216,85.6,0.0045,359.056
217,243,89.3,0.0069,359.0977
198,219,90.4,0.0061,359.1122
200,216,92.6,-0.0016,359.1398
206,217,94.9,359.9885,359.163
201,207,97.1,359.9618,359.2047
201,207,97.1,359.9618,359.2047
193,196,98.5,359.9511,359.2233
197,199,99.0,359.9473,359.2411
193,193,100.0,359.9568,359.2702
193,193,100.0,359.9568,359.2702
174,174,100.0,359.9759,359.2861
194,194,100.0,359.9918,359.2982
187,187,100.0,0.0157,359.3225
187,187,100.0,0.0157,359.3225
175,175,100.0,0.0237,359.3388
176,176,100.0,0.0182,359.3556
160,160,100.0,0.0078,359.381
160,160,100.0,0.0078,359.381
156,156,100.0,0.0032,359.3991
154,154,100.0,0.0007,359.4221
152,152,100.0,0.0007,359.4463
140,140,100.0,-0.0019,359.4738
140,140,100.0,-0.0019,359.4738
132,132,100.0,359.9823,359.5331
118,118,100.0,359.966,359.5999
109,109,100.0,359.9605,359.6444
109,109,100.0,359.9605,359.6444
105,105,100.0,359.9594,359.7162
89,89,100.0,359.9744,359.8416
89,89,100.0,359.9744,359.8416
85,85,100.0,359.9798,359.8906
77,77,100.0,359.9787,359.9296
84,84,100.0,359.9659,359.9894
84,84,100.0,359.9659,359.9894
83,83,100.0,359.9528,0.0223
77,77,100.0,359.9492,0.0501
70,70,100.0,359.9496,0.0706
70,70,100.0,359.9496,0.0706
69,69,100.0,359.9566,0.0887
67,67,100.0,359.9647,0.083
69,69,100.0,359.9939,0.0356
69,69,100.0,359.9939,0.0356
68,68,100.0,0.0003,-0.0047
66,66,100.0,-0.0038,359.966
59,59,100.0,359.9862,359.9342
53,53,100.0,359.9763,359.8989
53,53,100.0,359.9763,359.8989
56,56,100.0,359.9781,359.8359
51,51,100.0,359.9872,359.7956
42,42,100.0,0.0006,359.7569
42,42,100.0,0.0006,359.7569
43,43,100.0,0.0135,359.7031
37,37,100.0,359.8319,359.7008
23,23,100.0,359.0452,359.7606
23,23,100.0,359.0452,359.7606
20,20,100.0,358.3153,359.8769
14,14,100.0,357.2651,0.073
8,8,100.0,356.5737,0.06
8,8,100.0,356.5737,0.06
5,5,100.0,355.5538,359.9634
4,4,100.0,354.9114,0.0002
2,2,100.0,354.0668,359.9619
2,2,100.0,354.0668,359.9619
2,2,100.0,353.332,0.0095
1,1,100.0,352.856,0.0069
1,1,100.0,352.856,0.0069
1,1,100.0,352.9187,359.9939
1,1,100.0,353.1475,359.8982
1,1,100.0,353.7588,359.9105
1,1,100.0,353.7588,359.9105
1,1,100.0,354.3361,0.0154
3,3,100.0,356.3629,0.1623
3,3,100.0,356.3629,0.1623
5,5,100.0,357.9733,0.153
7,7,100.0,359.143,0.213
13,13,100.0,0.7312,0.3698
13,13,100.0,0.7312,0.3698
18,18,100.0,1.9792,0.424
21,21,100.0,2.6415,0.4106
22,22,100.0,3.3756,0.3265
22,22,100.0,3.3756,0.3265
27,27,100.0,3.6918,0.226
26,26,100.0,3.9084,0.0
28,28,100.0,3.8618,359.8744
28,28,100.0,3.8618,359.8744
25,25,100.0,3.5619,359.8486
22,22,100.0,3.1756,359.9125
20,20,100.0,2.3128,359.9615
20,20,100.0,2.3128,359.9615
14,14,100.0,1.588,359.9526
10,10,100.0,0.7901,359.9344
11,11,100.0,359.6739,359.8561
11,11,100.0,359.6739,359.8561
8,8,100.0,358.7469,359.9437
4,4,100.0,357.7318,0.0382
4,4,100.0,357.7318,0.0382
4,4,100.0,357.4956,359.9896
4,4,100.0,357.7357,-0.0025
4,4,100.0,357.7357,-0.0025
4,4,100.0,358.2509,0.024
5,5,100.0,359.0024,0.0503
4,4,100.0,359.4984,0.1133
4,4,100.0,359.4984,0.1133
3,3,100.0,0.1933,0.2533
0,0,0,1.0633,0.4253
0,0,0,1.0633,0.4253
0,0,0,1.3437,0.396
0,0,0,1.3584,0.2197
0,0,0,1.2258,0.0359
0,0,0,1.2258,0.0359
0,0,0,0.9864,359.7864
0,0,0,0.8211,359.643
0,0,0,0.572,359.455
0,0,0,0.572,359.455
1,1,100.0,0.4141,359.3394
2,2,100.0,0.0002,359.0289
2,2,100.0,0.0002,359.0289
3,3,100.0,359.8971,358.9533
3,3,100.0,359.8067,358.9043
5,5,100.0,359.8057,358.9441
5,5,100.0,359.8057,358.9441
4,4,100.0,359.8498,359.0702
6,6,100.0,359.9062,359.3511
6,6,100.0,359.9062,359.3511
10,10,100.0,359.9145,359.4949
7,7,100.0,359.9132,359.5893
11,11,100.0,359.9022,359.7261
11,11,100.0,359.9022,359.7261
13,13,100.0,359.8816,359.8544
12,12,100.0,359.8635,359.9341
37,37,100.0,359.8313,0.0433
37,37,100.0,359.8313,0.0433
80,80,100.0,359.8074,0.1087
56,56,100.0,359.7695,0.1949
93,93,100.0,359.7439,0.2442
93,93,100.0,359.7439,0.2442
110,110,100.0,359.7082,0.3036
157,157,100.0,359.6901,0.3306
193,193,100.0,359.6698,0.3576
193,193,100.0,359.6698,0.3576
221,221,100.0,359.6617,0.3668
263,263,100.0,359.6568,0.3703
313,313,100.0,359.6577,0.3678
313,313,100.0,359.6577,0.3678
378,388,97.4,359.6649,0.3581
477,503,94.8,359.6735,0.3486
527,587,89.8,359.3304,0.6807
527,587,89.8,359.3304,0.6807
358,423,84.6,359.4455,0.63
386,441,87.5,359.1306,1.0391
281,322,87.3,359.1915,0.9802
281,322,87.3,359.1915,0.9802
313,346,90.5,359.181,1.0676
283,326,86.8,359.3436,0.9306
339,369,91.9,359.7807,0.5252
339,369,91.9,359.7807,0.5252
583,640,91.1,0.0625,0.2683
1889,1954,96.7,0.6081,359.6511
1889,1954,96.7,0.6081,359.6511
2668,2853,93.5,0.7354,359.4683
3949,4507,87.6,0.5738,359.472
3949,4507,87.6,0.5738,359.472
3957,4507,87.8,0.4226,359.5214
1988,2059,96.6,0.2175,359.6144
1988,2059,96.6,0.2175,359.6144
2024,2095,96.6,0.0956,359.6888
1401,1472,95.2,0.0495,359.7251
1341,1414,94.8,0.0014,359.7777
1341,1414,94.8,0.0014,359.7777
1324,1400,94.6,359.984,359.8238
1174,1250,93.9,0.0047,359.895
1174,1250,93.9,0.0047,359.895
1206,1286,93.8,0.0435,359.928
1223,1304,93.8,0.0753,359.9507
1257,1338,93.9,0.1303,359.981
1257,1338,93.9,0.1303,359.981
1309,1392,94.0,0.158,-0.0015
1310,1396,93.8,0.232,0.0178
1438,1527,94.2,0.2726,0.0289
1438,1527,94.2,0.2726,0.0289
1415,1510,93.7,0.3406,0.0489
1557,1651,94.3,0.3912,0.0542
1750,1847,94.7,0.4471,0.0638
1750,1847,94.7,0.4471,0.0638
2025,2125,95.3,0.4832,0.0586
2141,2245,95.4,0.5346,0.0412
2136,2239,95.4,0.5624,0.03
2136,2239,95.4,0.5624,0.03
1977,2087,94.7,0.5952,0.0137
1814,1927,94.1,0.6155,-0.001
1883,2001,94.1,0.6148,359.987
1883,2001,94.1,0.6148,359.987
1874,1995,93.9,0.6173,359.982
1896,2025,93.6,0.624,359.9703
1904,2037,93.5,0.6123,359.9632
1904,2037,93.5,0.6123,359.9632
1907,2040,93.5,0.6082,359.9512
1924,2053,93.7,0.5948,359.9437
1976,2110,93.6,0.5938,359.9326
1976,2110,93.6,0.5938,359.9326
1952,2096,93.1,0.5916,359.9274
1986,2125,93.5,0.5779,359.92
