good_nav_pix,tot_nav_pix,fidelity,Rover.pitch,Rover.roll
3605,3671,98.2,0.0011,358.9637
3565,3568,99.9,0.0068,358.9518
3565,3568,99.9,0.0068,358.9518
3501,3511,99.7,0.0044,358.9565
3467,3473,99.8,0.0017,358.9692
3381,3392,99.7,359.9918,358.9981
3381,3392,99.7,359.9918,358.9981
3206,3220,99.6,359.9733,359.0338
3114,3129,99.5,359.9636,359.0662
3113,3120,99.8,359.9597,359.0999
3089,3098,99.7,359.9593,359.1757
3089,3098,99.7,359.9593,359.1757
3104,3120,99.5,359.965,359.2625
3124,3140,99.5,359.9723,359.3257
3175,3179,99.9,359.9821,359.3909
3253,3269,99.5,359.9867,359.528
3253,3269,99.5,359.9867,359.528
3287,3346,98.2,359.9757,359.6885
3255,3303,98.5,359.9666,359.809
3339,3351,99.6,359.9617,359.9351
3256,3290,99.0,359.9606,0.1513
3256,3290,99.0,359.9606,0.1513
3135,3153,99.4,359.967,0.3918
3152,3184,99.0,359.9886,0.5435
3625,3705,97.8,0.0006,0.8812
3625,3705,97.8,0.0006,0.8812
3612,3704,97.5,0.0019,1.0507
4272,4397,97.2,-0.001,1.1192
4272,4397,97.2,-0.001,1.1192
4114,4238,97.1,-0.0052,1.086
3811,3937,96.8,359.9842,1.0578
3693,3794,97.3,359.9858,1.0457
3693,3794,97.3,359.9858,1.0457
3664,3768,97.2,0.0021,1.0166
3715,3811,97.5,0.0069,0.9872
3758,3849,97.6,0.0101,0.9389
3758,3849,97.6,0.0101,0.9389
3775,3846,98.2,0.0133,0.8864
3826,3877,98.7,0.0206,0.8015
3826,3877,98.7,0.0206,0.8015
3852,3894,98.9,0.0171,0.7385
3829,3854,99.4,0.0062,0.6864
3780,3802,99.4,359.9784,0.5957
3780,3802,99.4,359.9784,0.5957
3784,3797,99.7,359.9587,0.5236
3788,3792,99.9,359.9374,0.3946
3772,3773,100.0,359.9293,0.3035
3780,3782,99.9,359.9252,0.1522
3780,3782,99.9,359.9252,0.1522
3882,3887,99.9,359.9278,0.0467
3996,4012,99.6,359.9391,359.8906
4021,4021,100.0,359.9722,359.6398
4021,4021,100.0,359.9722,359.6398
4059,4059,100.0,0.0002,359.5413
4582,4582,100.0,359.9899,359.3982
4582,4582,100.0,359.9899,359.3982
4640,4640,100.0,359.9797,359.3388
4752,4752,100.0,359.9807,359.2872
4869,4869,100.0,359.9916,359.2338
4869,4869,100.0,359.9916,359.2338
5976,5976,100.0,0.008,359.1525
7239,7239,100.0,0.007,359.0934
7399,7399,100.0,0.0006,358.9481
7399,7399,100.0,0.0006,358.9481
7484,7484,100.0,0.0091,358.8277
7209,7209,100.0,0.0033,358.8392
7039,7039,100.0,359.9941,358.8871
6683,6684,100.0,0.0074,358.9413
6683,6684,100.0,0.0074,358.9413
6342,6342,100.0,0.0089,358.9578
5406,5406,100.0,0.0054,358.9502
5406,5406,100.0,0.0054,358.9502
4916,4916,100.0,0.0046,358.9628
4520,4520,100.0,0.0042,358.9913
4403,4403,100.0,0.0044,359.0631
4403,4403,100.0,0.0044,359.0631
4314,4314,100.0,0.006,359.1313
4360,4360,100.0,-0.0012,359.2613
4277,4277,100.0,359.9849,359.367
4277,4277,100.0,359.9849,359.367
4221,4221,100.0,359.9644,359.5532
4400,4400,100.0,359.9549,359.6999
4529,4529,100.0,359.9458,359.9615
4529,4529,100.0,359.9458,359.9615
5063,5063,100.0,359.9441,0.2645
6092,6092,100.0,359.9474,0.486
5959,5959,100.0,359.9753,0.6916
7279,7555,96.3,0.0165,1.0347
7279,7555,96.3,0.0165,1.0347
9168,10808,84.8,-0.0055,1.2308
9243,11775,78.5,0.0201,1.3008
9482,12296,77.1,359.9862,1.2259
8933,11190,79.8,0.0017,1.0747
8933,11190,79.8,0.0017,1.0747
8574,10197,84.1,0.0004,1.0394
8324,9623,86.5,0.0024,1.0363
8214,9530,86.2,0.0062,1.0834
8213,9508,86.4,0.008,1.1013
8213,9508,86.4,0.008,1.1013
8010,9256,86.5,-0.0032,1.1027
7363,8297,88.7,0.0072,1.1059
7363,8297,88.7,0.0072,1.1059
7219,8259,87.4,-0.003,1.0973
6765,7573,89.3,0.0106,1.0963
6466,7122,90.8,0.011,1.1009
6466,7122,90.8,0.011,1.1009
6179,6852,90.2,0.0029,1.077
5269,5467,96.4,0.0035,1.0497
5269,5467,96.4,0.0035,1.0497
5134,5343,96.1,359.992,1.049
4786,4945,96.8,359.9867,1.0261
4667,4813,97.0,359.9816,0.989
4667,4813,97.0,359.9816,0.989
4621,4737,97.6,359.9883,0.9415
4705,4808,97.9,-0.0038,0.9093
4708,4797,98.1,0.0045,0.8785
4741,4863,97.5,0.0056,0.8186
4741,4863,97.5,0.0056,0.8186
4786,4908,97.5,359.9926,0.751
4868,4989,97.6,359.9539,0.6346
4868,4989,97.6,359.9539,0.6346
4830,4916,98.3,359.9395,0.5621
4990,5044,98.9,359.9367,0.4464
4990,5044,98.9,359.9367,0.4464
5025,5068,99.2,359.9458,0.3746
5392,5416,99.6,359.9755,0.2565
5392,5416,99.6,359.9755,0.2565
5594,5645,99.1,-0.0006,0.1685
6600,6711,98.3,0.0506,359.9725
6600,6711,98.3,0.0506,359.9725
6737,6834,98.6,0.0563,359.8516
6459,6490,99.5,0.0471,359.7248
6603,6645,99.4,359.9879,359.5264
6603,6645,99.4,359.9879,359.5264
6735,6773,99.4,359.9604,359.3874
6964,6986,99.7,359.9576,359.1263
9389,9661,97.2,359.9762,358.9403
10396,10738,96.8,0.0035,358.755
10396,10738,96.8,0.0035,358.755
11173,11559,96.7,-0.0053,358.8019
11002,11580,95.0,359.993,358.9358
11002,11580,95.0,359.993,358.9358
11030,11635,94.8,-0.0019,358.9333
11684,12268,95.2,0.0066,358.8951
11684,12268,95.2,0.0066,358.8951
11839,12374,95.7,-0.002,358.8955
12382,12817,96.6,0.0066,358.9063
12382,12817,96.6,0.0066,358.9063
12397,12846,96.5,-0.0006,358.9149
12253,12824,95.5,0.002,358.9244
12253,12824,95.5,0.002,358.9244
12187,12833,95.0,-0.0012,358.9211
11969,12787,93.6,0.0003,358.911
11969,12787,93.6,0.0003,358.911
11966,12860,93.0,0.0051,358.9085
11985,12960,92.5,0.0021,358.9066
11985,12960,92.5,0.0021,358.9066
11951,12959,92.2,0.0065,358.91
11957,12983,92.1,0.0067,358.9117
11978,13022,92.0,0.003,358.9128
11978,13022,92.0,0.003,358.9128
11717,12734,92.0,0.0071,358.9147
11554,12550,92.1,0.0073,358.9144
11372,12246,92.9,0.0075,358.9136
11372,12246,92.9,0.0075,358.9136
11198,11984,93.4,-0.005,358.911
8971,9147,98.1,-0.0034,358.8982
8971,9147,98.1,-0.0034,358.8982
8920,9172,97.3,0.0032,358.8814
7436,7588,98.0,-0.0025,358.9143
7436,7588,98.0,-0.0025,358.9143
7048,7233,97.4,0.0069,358.9124
6832,6988,97.8,0.0073,358.911
6545,6711,97.5,0.0039,358.9096
6545,6711,97.5,0.0039,358.9096
6239,6339,98.4,0.0042,358.91
6020,6126,98.3,0.0085,358.912
5857,5916,99.0,0.0087,358.9129
5857,5916,99.0,0.0087,358.9129
5715,5770,99.0,0.0049,358.9132
5508,5534,99.5,0.0056,358.9206
5443,5469,99.5,0.0097,358.94
5443,5469,99.5,0.0097,358.94
5213,5229,99.7,0.008,358.9483
5134,5153,99.6,0.0011,358.9514
4885,4901,99.7,-0.002,358.9557
4885,4901,99.7,-0.002,358.9557
4811,4825,99.7,-0.0052,358.9576
4670,4676,99.9,359.9936,358.9578
4587,4590,99.9,0.0016,358.9521
4587,4590,99.9,0.0016,358.9521
4565,4567,100.0,0.0058,358.952
4454,4454,100.0,0.0051,358.9594
4454,4454,100.0,0.0051,358.9594
4451,4452,100.0,0.0047,358.9606
4413,4414,100.0,0.0,358.9665
4356,4358,100.0,359.9938,358.9762
4356,4358,100.0,359.9938,358.9762
4310,4311,100.0,359.9784,358.9948
4248,4248,100.0,359.9721,359.0105
4200,4200,100.0,359.9756,359.0372
4200,4200,100.0,359.9756,359.0372
4191,4191,100.0,359.9883,359.0652
4204,4204,100.0,0.0018,359.0864
4230,4230,100.0,0.0195,359.134
4244,4244,100.0,0.0206,359.1806
4244,4244,100.0,0.0206,359.1806
4203,4203,100.0,0.0123,359.219
4029,4029,100.0,359.9584,359.3497
4029,4029,100.0,359.9584,359.3497
3880,3880,100.0,359.9306,359.4321
3818,3818,100.0,359.9085,359.5886
3818,3818,100.0,359.9085,359.5886
3854,3854,100.0,359.9074,359.7186
3944,3944,100.0,359.9108,359.825
4064,4064,100.0,359.9222,0.0071
4064,4064,100.0,359.9222,0.0071
4248,4248,100.0,359.9337,0.1442
4606,4606,100.0,359.9558,0.3736
4848,4848,100.0,359.9893,0.5151
5046,5046,100.0,0.0009,0.7582
5046,5046,100.0,0.0009,0.7582
5455,5509,99.0,359.9938,0.9373
6490,7303,88.9,0.0032,1.2197
6490,7303,88.9,0.0032,1.2197
6486,7398,87.7,359.9781,1.1363
5873,6274,93.6,359.9758,1.0849
5526,5935,93.1,359.9892,1.071
5526,5935,93.1,359.9892,1.071
5481,5978,91.7,0.0037,1.0709
5413,5946,91.0,0.0111,1.0778
5311,5860,90.6,0.0108,1.0832
5311,5860,90.6,0.0108,1.0832
5244,5760,91.0,0.0067,1.0906
5179,5699,90.9,0.0067,1.0933
5112,5620,91.0,0.0067,1.0942
5112,5620,91.0,0.0067,1.0942
5054,5561,90.9,0.0108,1.0919
5006,5500,91.0,0.0067,1.0883
4993,5419,92.1,0.0068,1.0855
4993,5419,92.1,0.0068,1.0855
4929,5336,92.4,0.0107,1.0821
4890,5255,93.1,0.0107,1.0812
4805,5135,93.6,0.0068,1.0793
4805,5135,93.6,0.0068,1.0793
4735,4985,95.0,0.0067,1.0755
4423,4597,96.2,0.0066,1.0675
4423,4597,96.2,0.0066,1.0675
4334,4503,96.2,0.0093,1.0553
4209,4383,96.0,0.0081,1.0536
4119,4293,95.9,0.0058,1.052
4119,4293,95.9,0.0058,1.052
4043,4203,96.2,-0.0011,1.056
3926,4072,96.4,-0.0011,1.0531
3852,3993,96.5,0.0029,1.0537
3852,3993,96.5,0.0029,1.0537
3767,3903,96.5,0.0015,1.0494
3684,3784,97.4,0.0006,1.0515
3623,3718,97.4,-0.0023,1.0507
3623,3718,97.4,-0.0023,1.0507
3556,3646,97.5,-0.0053,1.0465
3479,3528,98.6,359.9939,1.0521
3388,3432,98.7,0.0016,1.0606
3388,3432,98.7,0.0016,1.0606
3341,3377,98.9,0.0063,1.056
3266,3296,99.1,0.0051,1.0508
3187,3209,99.3,0.0032,1.047
3123,3147,99.2,0.0002,1.0393
3123,3147,99.2,0.0002,1.0393
3012,3029,99.4,0.0055,1.0431
2866,2897,98.9,-0.0035,1.0465
2866,2897,98.9,-0.0035,1.0465
2810,2848,98.7,359.986,1.0393
2676,2720,98.4,359.9778,1.0322
2676,2720,98.4,359.9778,1.0322
2661,2713,98.1,359.9894,1.0237
2587,2639,98.0,0.0128,1.0342
2587,2639,98.0,0.0128,1.0342
2534,2593,97.7,0.0067,1.04
2490,2562,97.2,-0.0007,1.0452
2405,2458,97.8,-0.0002,1.0458
2405,2458,97.8,-0.0002,1.0458
2361,2417,97.7,0.005,1.0439
2311,2353,98.2,0.0031,1.044
2267,2311,98.1,359.9923,1.0447
2267,2311,98.1,359.9923,1.0447
2179,2209,98.6,359.9896,1.0373
2100,2125,98.8,359.9905,1.0345
2054,2078,98.8,-0.002,1.034
2023,2056,98.4,0.0057,1.0186
2023,2056,98.4,0.0057,1.0186
1976,2000,98.8,0.0061,1.0077
1922,1944,98.9,0.0036,0.9953
1850,1871,98.9,-0.0014,0.9855
1850,1871,98.9,-0.0014,0.9855
1785,1808,98.7,359.9863,0.9696
1588,1596,99.5,359.96,0.9353
1588,1596,99.5,359.96,0.9353
1568,1583,99.1,359.95,0.9163
1477,1497,98.7,359.9745,0.8746
1477,1497,98.7,359.9745,0.8746
1477,1497,98.7,359.9745,0.8746
1388,1402,99.0,0.0215,0.8171
1365,1392,98.1,0.038,0.7928
1365,1392,98.1,0.038,0.7928
1332,1361,97.9,0.0519,0.7508
1300,1326,98.0,0.0556,0.7193
1268,1295,97.9,0.0472,0.6648
1268,1295,97.9,0.0472,0.6648
1238,1262,98.1,0.0334,0.622
1208,1233,98.0,0.0128,0.5422
1162,1173,99.1,0.0032,0.4784
1162,1173,99.1,0.0032,0.4784
1149,1156,99.4,-0.0054,0.363
1109,1112,99.7,359.9922,0.2686
1092,1095,99.7,359.9934,0.1019
1092,1095,99.7,359.9934,0.1019
1086,1092,99.5,-0.0028,359.973
1060,1064,99.6,-0.005,359.7491
1053,1058,99.5,359.9838,359.5688
1053,1058,99.5,359.9838,359.5688
1144,1160,98.6,0.0058,359.3195
1203,1205,99.8,0.0045,359.1388
1266,1276,99.2,0.0052,358.871
1195,1250,95.6,-0.0053,358.7676
1195,1250,95.6,-0.0053,358.7676
1177,1255,93.8,359.9919,358.8496
1147,1180,97.2,0.0037,358.9347
1147,1180,97.2,0.0037,358.9347
1161,1187,97.8,0.0035,358.9477
1062,1075,98.8,-0.0018,358.9206
1062,1075,98.8,-0.0018,358.9206
1061,1075,98.7,0.0032,358.9066
997,1012,98.5,0.0104,358.8959
997,1012,98.5,0.0104,358.8959
1000,1017,98.3,-0.0025,358.8994
966,977,98.9,-0.0027,358.9018
963,971,99.2,0.006,358.8992
963,971,99.2,0.006,358.8992
925,926,99.9,0.001,358.9066
924,926,99.8,-0.0017,358.9075
885,886,99.9,0.0045,358.9025
885,886,99.9,0.0045,358.9025
868,870,99.8,0.005,358.9057
819,841,97.4,-0.0025,358.9119
819,841,97.4,-0.0025,358.9119
830,861,96.4,0.0011,358.9167
817,867,94.2,0.0012,358.9172
781,856,91.2,359.993,358.9105
781,856,91.2,359.993,358.9105
782,840,93.1,0.0041,358.8956
780,824,94.7,359.9863,358.8914
780,824,94.7,359.9863,358.8914
777,824,94.3,0.0136,358.8777
779,831,93.7,0.0036,358.8847
773,820,94.3,359.9927,358.9074
745,804,92.7,-0.0035,358.9106
745,804,92.7,-0.0035,358.9106
731,811,90.1,0.0111,358.9065
751,894,84.0,0.0111,358.8993
766,924,82.9,0.0007,358.904
766,924,82.9,0.0007,358.904
770,968,79.5,-0.001,358.9076
794,963,82.5,0.0018,358.9151
812,968,83.9,0.0016,358.9181
812,968,83.9,0.0016,358.9181
821,959,85.6,-0.0018,358.9184
822,957,85.9,-0.0014,358.9181
860,964,89.2,0.003,358.9173
860,964,89.2,0.003,358.9173
874,973,89.8,0.0036,358.9149
901,989,91.1,0.0005,358.9102
884,946,93.4,0.001,358.9086
884,946,93.4,0.001,358.9086
908,955,95.1,0.0056,358.9089
897,953,94.1,0.0059,358.9091
902,952,94.7,0.0023,358.9092
902,952,94.7,0.0023,358.9092
875,930,94.1,0.0025,358.9103
867,969,89.5,0.0031,358.9121
867,969,89.5,0.0031,358.9121
858,991,86.6,0.0072,358.9127
830,995,83.4,0.003,358.9127
814,1017,80.0,359.9866,358.9068
814,1017,80.0,359.9866,358.9068
812,1011,80.3,359.9923,358.8972
892,1072,83.2,0.0015,358.8879
940,1118,84.1,-0.004,358.9001
940,1118,84.1,-0.004,358.9001
978,1098,89.1,0.005,358.9029
992,1102,90.0,0.0059,358.9043
998,1074,92.9,0.0105,358.909
998,1074,92.9,0.0105,358.909
947,991,95.6,0.0105,358.9119
1971,2333,84.5,0.0104,358.916
1971,2333,84.5,0.0104,358.916
2016,2402,83.9,0.0065,358.9142
2099,2544,82.5,0.0065,358.9126
2125,2635,80.6,359.0485,359.382
2125,2635,80.6,359.0485,359.382
755,923,81.8,358.3024,0.7722
254,435,58.4,359.3378,2.1777
254,435,58.4,359.3378,2.1777
258,446,57.8,0.1261,2.652
345,658,52.4,1.1605,2.7828
528,1403,37.6,2.0102,2.7087
528,1403,37.6,2.0102,2.7087
793,2090,37.9,3.3179,2.5815
1709,12483,13.7,3.7506,2.9247
1931,18588,10.4,4.4114,3.5407
1585,18537,8.6,4.1596,3.5624
1585,18537,8.6,4.1596,3.5624
1184,12770,9.3,3.3101,3.1105
812,2175,37.3,2.7463,2.8252
672,1755,38.3,2.1806,2.5466
672,1755,38.3,2.1806,2.5466
574,1367,42.0,1.3288,2.1412
545,981,55.6,0.7128,1.806
544,957,56.8,359.3287,0.6926
544,957,56.8,359.3287,0.6926
376,557,67.5,358.5226,359.7408
378,527,71.7,358.2816,359.3665
358,497,72.0,358.1803,359.0563
358,497,72.0,358.1803,359.0563
375,507,74.0,358.3797,358.7816
854,1020,83.7,359.3062,358.6414
854,1020,83.7,359.3062,358.6414
970,1145,84.7,0.036,358.873
1351,1729,78.1,0.5449,359.2388
1511,2050,73.7,0.7649,359.5298
1432,1997,71.7,1.0317,359.9447
1432,1997,71.7,1.0317,359.9447
1365,1929,70.8,1.1383,0.1629
1091,1598,68.3,0.9754,0.3588
1091,1598,68.3,0.9754,0.3588
1033,1501,68.8,0.6867,0.3126
728,1061,68.6,0.2929,0.2478
728,1061,68.6,0.2929,0.2478
681,972,70.1,0.1066,0.204
634,881,72.0,0.025,0.1733
597,845,70.7,359.8979,0.1293
597,845,70.7,359.8979,0.1293
576,813,70.8,359.8303,0.0812
574,811,70.8,359.7768,-0.0027
574,811,70.8,359.7768,-0.0027
576,821,70.2,359.7903,359.9501
629,865,72.7,359.858,359.8774
629,865,72.7,359.858,359.8774
629,865,72.7,359.858,359.8774
744,989,75.2,0.087,359.7811
744,989,75.2,0.087,359.7811
780,1020,76.5,0.0692,359.7752
772,1020,75.7,359.9901,359.7743
732,964,75.9,359.9406,359.7763
732,964,75.9,359.9406,359.7763
689,917,75.1,359.8749,359.781
700,934,74.9,359.8534,359.7856
697,928,75.1,359.8206,359.792
697,928,75.1,359.8206,359.792
686,917,74.8,359.8054,359.8062
683,915,74.6,359.8268,359.8106
684,920,74.3,359.8533,359.8167
684,920,74.3,359.8533,359.8167
690,929,74.3,359.916,359.8261
742,976,76.0,0.0497,359.846
742,976,76.0,0.0497,359.846
770,1015,75.9,0.1067,359.8745
813,1057,76.9,0.1157,359.9033
860,1096,78.5,0.0935,359.9218
860,1096,78.5,0.0935,359.9218
906,1142,79.3,0.0351,359.9468
900,1157,77.8,359.9911,359.9608
859,1104,77.8,359.9271,359.9813
859,1104,77.8,359.9271,359.9813
834,1076,77.5,359.8877,359.9941
816,1057,77.2,359.834,0.012
814,1052,77.4,359.8022,0.0229
814,1052,77.4,359.8022,0.0229
791,1022,77.4,359.7607,0.0376
734,953,77.0,359.7372,0.0463
710,929,76.4,359.7084,0.0576
710,929,76.4,359.7084,0.0576
689,895,77.0,359.6935,0.0639
677,885,76.5,359.679,0.0693
667,872,76.5,359.6738,0.0715
667,872,76.5,359.6738,0.0715
671,876,76.6,359.6723,0.0731
666,872,76.4,359.6748,0.0733
670,875,76.6,359.6837,0.0724
670,875,76.6,359.6837,0.0724
669,874,76.5,359.6926,0.071
677,882,76.8,359.7101,0.0679
696,896,77.7,359.7224,0.0568
696,896,77.7,359.7224,0.0568
762,985,77.4,359.7643,0.0525
803,1029,78.0,359.7926,0.0453
832,1064,78.2,359.8516,0.0361
832,1064,78.2,359.8516,0.0361
854,1098,77.8,359.9087,0.0277
975,1225,79.6,0.1304,-0.0013
975,1225,79.6,0.1304,-0.0013
1069,1332,80.3,0.2432,359.9807
1322,1655,79.9,0.4084,359.9665
1322,1655,79.9,0.4084,359.9665
1356,1681,80.7,0.496,359.9671
1412,1763,80.1,0.5756,359.9712
1412,1763,80.1,0.5756,359.9712
1511,1874,80.6,0.6473,359.9838
1678,2069,81.1,0.6779,359.9942
1779,2179,81.6,0.7131,0.0051
1779,2179,81.6,0.7131,0.0051
1851,2260,81.9,0.7255,0.0087
1873,2282,82.1,0.7465,0.0096
1924,2353,81.8,0.7529,0.0047
1924,2353,81.8,0.7529,0.0047
1954,2381,82.1,0.7536,0.0006
1987,2412,82.4,0.7535,0.001
2003,2436,82.2,0.7608,0.0564
2003,2436,82.2,0.7608,0.0564
1905,2321,82.1,0.7621,0.1734
1606,2024,79.3,0.7369,0.419
1365,1783,76.6,0.6346,0.6377
1365,1783,76.6,0.6346,0.6377
1174,1560,75.3,0.733,0.8434
1180,1763,66.9,1.2005,1.1491
1180,1763,66.9,1.2005,1.1491
1229,1915,64.2,1.5083,1.3347
1403,2435,57.6,1.5992,1.5404
1313,2372,55.4,1.8374,1.6684
1313,2372,55.4,1.8374,1.6684
1452,3354,43.3,1.9598,1.843
1409,3115,45.2,2.0738,1.8904
1478,3515,42.0,2.1363,1.9602
1478,3515,42.0,2.1363,1.9602
1485,3502,42.4,2.1701,2.0431
1447,3595,40.3,2.179,2.0283
1496,3189,46.9,2.1571,1.9712
1496,3189,46.9,2.1571,1.9712
1503,3554,42.3,2.033,1.8816
1465,3516,41.7,1.9309,1.7789
1453,3084,47.1,1.7157,1.5621
1453,3084,47.1,1.7157,1.5621
1433,3236,44.3,1.5348,1.3985
1396,2362,59.1,0.9573,0.9566
1143,1650,69.3,0.1266,0.4837
1143,1650,69.3,0.1266,0.4837
836,1098,76.1,359.2715,0.0113
655,831,78.8,358.782,359.7649
509,659,77.2,358.3086,359.5647
509,659,77.2,358.3086,359.5647
469,610,76.9,358.1809,359.5341
417,561,74.3,358.5306,359.7601
417,561,74.3,358.5306,359.7601
454,600,75.7,359.0526,359.9518
529,686,77.1,359.3687,0.045
658,847,77.7,359.5038,0.0998
658,847,77.7,359.5038,0.0998
686,877,78.2,359.6379,0.1759
659,873,75.5,359.6744,0.2189
416,628,66.2,359.6569,0.2659
416,628,66.2,359.6569,0.2659
372,391,95.1,359.6036,0.2844
358,358,100.0,359.486,0.2937
346,346,100.0,359.3825,0.2879
346,346,100.0,359.3825,0.2879
348,348,100.0,359.205,0.2622
357,357,100.0,359.0713,0.2336
348,348,100.0,358.9891,0.2803
348,348,100.0,358.9891,0.2803
310,310,100.0,359.026,0.257
369,369,100.0,359.1873,0.1725
376,377,99.7,359.36,0.0997
376,377,99.7,359.36,0.0997
450,452,99.6,359.5482,0.0097
524,529,99.1,359.6892,359.9419
625,636,98.3,359.8353,359.8698
625,636,98.3,359.8353,359.8698
697,708,98.4,0.0437,359.7535
1393,1408,98.9,0.3567,359.4973
1393,1408,98.9,0.3567,359.4973
1491,1513,98.5,0.4456,359.3939
1836,1981,92.7,0.4888,359.3401
1951,2218,88.0,0.4772,359.3457
1951,2218,88.0,0.4772,359.3457
1902,2168,87.7,0.423,359.3917
1767,1928,91.6,0.3864,359.4275
1385,1413,98.0,0.2827,359.5225
1385,1413,98.0,0.2827,359.5225
1310,1328,98.6,0.2349,359.5555
1062,1072,99.1,0.1645,359.5896
1062,1072,99.1,0.1645,359.5896
1020,1028,99.2,0.1288,359.5983
969,978,99.1,0.1079,359.5996
941,951,98.9,0.0811,359.5954
941,951,98.9,0.0811,359.5954
930,940,98.9,0.0597,359.5845
889,907,98.0,0.0358,359.5541
889,907,98.0,0.0358,359.5541
880,899,97.9,0.0259,359.5323
870,889,97.9,0.0187,359.5183
857,878,97.6,0.0086,359.4971
857,878,97.6,0.0086,359.4971
835,855,97.7,0.0019,359.4837
817,838,97.5,-0.0031,359.449
817,838,97.5,-0.0031,359.449
816,835,97.7,0.0022,359.4346
805,825,97.6,0.0046,359.4265
793,813,97.5,0.0072,359.4157
793,813,97.5,0.0072,359.4157
792,810,97.8,0.0078,359.4104
797,816,97.7,0.0076,359.4048
793,811,97.8,0.0075,359.4019
774,790,98.0,0.0072,359.3999
774,790,98.0,0.0072,359.3999
785,805,97.5,0.0072,359.3984
777,798,97.4,0.008,359.4
777,798,97.4,0.008,359.4
768,795,96.6,0.0081,359.4026
742,769,96.5,0.0103,359.4131
742,769,96.5,0.0103,359.4131
740,771,96.0,0.0125,359.4196
709,736,96.3,0.0152,359.4268
710,738,96.2,0.0184,359.4346
710,738,96.2,0.0184,359.4346
706,733,96.3,0.0204,359.4403
710,742,95.7,0.0243,359.4489
715,745,96.0,0.0268,359.455
715,745,96.0,0.0268,359.455
701,734,95.5,0.0309,359.4638
698,727,96.0,0.0336,359.47
672,711,94.5,0.0379,359.4789
672,711,94.5,0.0379,359.4789
656,691,94.9,0.0415,359.4837
658,695,94.7,0.0458,359.4922
643,680,94.6,0.0488,359.5016
643,680,94.6,0.0488,359.5016
630,668,94.3,0.0523,359.5095
615,652,94.3,0.0556,359.5169
613,643,95.3,0.0583,359.5209
613,643,95.3,0.0583,359.5209
596,633,94.2,0.0611,359.5275
603,634,95.1,0.0623,359.5323
599,629,95.2,0.0645,359.5381
595,621,95.8,0.0655,359.542
595,621,95.8,0.0655,359.542
580,606,95.7,0.067,359.5471
570,588,96.9,0.0684,359.5494
572,586,97.6,0.0693,359.5538
572,586,97.6,0.0693,359.5538
569,584,97.4,0.0692,359.5569
568,585,97.1,0.0695,359.5638
568,585,97.1,0.0695,359.5638
563,578,97.4,0.0693,359.5667
571,584,97.8,0.069,359.5688
578,593,97.5,0.0692,359.5698
578,593,97.5,0.0692,359.5698
581,595,97.6,0.0687,359.5722
584,598,97.7,0.0678,359.5741
581,596,97.5,0.0673,359.5765
581,596,97.5,0.0673,359.5765
581,595,97.6,0.0667,359.5785
588,606,97.0,0.066,359.5804
593,606,97.9,0.0652,359.5821
593,606,97.9,0.0652,359.5821
587,598,98.2,0.0647,359.5841
588,601,97.8,0.0642,359.5856
591,601,98.3,0.0639,359.5876
591,601,98.3,0.0639,359.5876
603,618,97.6,0.0642,359.5883
616,631,97.6,0.064,359.5928
616,631,97.6,0.064,359.5928
610,629,97.0,0.0641,359.5951
622,635,98.0,0.083,359.5966
630,643,98.0,0.0862,359.5475
630,643,98.0,0.0862,359.5475
647,658,98.3,0.0828,359.4828
650,661,98.3,0.0781,359.4247
663,673,98.5,0.0685,359.381
663,673,98.5,0.0685,359.381
673,679,99.1,0.0634,359.3572
677,684,99.0,0.0567,359.3307
700,706,99.2,0.0543,359.3201
700,706,99.2,0.0543,359.3201
729,743,98.1,0.053,359.3219
761,789,96.5,0.0535,359.3362
822,856,96.0,0.0592,359.3911
822,856,96.0,0.0592,359.3911
834,870,95.9,0.0664,359.4523
875,901,97.1,0.0749,359.5279
901,919,98.0,0.0809,359.5847
904,915,98.8,0.0899,359.6775
904,915,98.8,0.0899,359.6775
911,923,98.7,0.0958,359.7432
905,919,98.5,0.1039,359.8452
951,961,99.0,0.1088,359.9146
951,961,99.0,0.1088,359.9146
955,973,98.2,0.115,0.0187
980,992,98.8,0.1184,0.0871
1011,1022,98.9,0.1232,0.2189
1011,1022,98.9,0.1232,0.2189
1005,1015,99.0,0.125,0.3113
1013,1019,99.4,0.1181,0.362
1026,1033,99.3,0.0996,0.426
1026,1033,99.3,0.0996,0.426
1017,1022,99.5,0.0851,0.4632
1001,1005,99.6,0.0616,0.5103
994,999,99.5,0.028,0.5555
993,997,99.6,0.0121,0.5716
993,997,99.6,0.0121,0.5716
992,994,99.8,359.9924,0.5872
1015,1017,99.8,359.9855,0.5918
1057,1057,100.0,359.9833,0.5908
1058,1059,99.9,359.9888,0.5832
1058,1059,99.9,359.9888,0.5832
1096,1097,99.9,-0.0016,0.571
1231,1232,99.9,0.2526,0.5556
1231,1232,99.9,0.2526,0.5556
1385,1385,100.0,0.8081,0.5192
1938,1965,98.6,1.0976,0.431
2417,2660,90.9,1.3613,0.1857
2417,2660,90.9,1.3613,0.1857
2925,3774,77.5,1.3827,359.9564
2919,5136,56.8,1.1694,359.7534
2845,4407,64.6,0.9439,359.7087
2742,3498,78.4,0.5799,359.6864
2742,3498,78.4,0.5799,359.6864
2454,2558,95.9,0.345,359.6763
2110,2144,98.4,0.0091,359.6677
1218,1218,100.0,359.5108,359.6762
1218,1218,100.0,359.5108,359.6762
