good_nav_pix,tot_nav_pix,fidelity,Rover.pitch,Rover.roll
4706,4761,98.8,0.43,359.8897
4665,4726,98.7,0.4282,359.8849
4583,4638,98.8,0.4045,359.8716
4583,4638,98.8,0.4045,359.8716
4407,4463,98.7,0.3963,359.8682
4431,4483,98.8,0.397,359.8664
4431,4483,98.8,0.397,359.8664
4325,4379,98.8,0.4004,359.864
4431,4480,98.9,0.4051,359.8645
4424,4474,98.9,0.4045,359.8648
4439,4491,98.8,0.4178,359.868
4497,4546,98.9,0.4273,359.8697
4553,4600,99.0,0.4286,359.8714
4574,4620,99.0,0.4292,359.8735
4589,4638,98.9,0.4317,359.8745
4574,4618,99.0,0.4301,359.875
4504,4544,99.1,0.44,359.8742
4577,4617,99.1,0.4415,359.873
4562,4600,99.2,0.4391,359.873
4559,4593,99.3,0.4425,359.8739
4571,4597,99.4,0.4449,359.8743
4554,4580,99.4,0.4556,359.8734
4572,4592,99.6,0.4678,359.8713
4589,4608,99.6,0.464,359.8714
4580,4591,99.8,0.4662,359.8713
4564,4571,99.8,0.4785,359.8708
4631,4640,99.8,0.4766,359.8727
4607,4617,99.8,0.4735,359.8735
4571,4580,99.8,0.4777,359.8731
4548,4557,99.8,0.4767,359.8715
4526,4533,99.8,0.4803,359.8704
4532,4539,99.8,0.4935,359.8688
4569,4572,99.9,0.5132,359.8674
4573,4579,99.9,0.5157,359.8668
4552,4558,99.9,0.516,359.8646
4552,4558,99.9,0.516,359.8646
4548,4556,99.8,0.5191,359.8672
4556,4563,99.8,0.5092,359.8688
4534,4540,99.9,0.499,359.867
4492,4500,99.8,0.4936,359.8643
4460,4466,99.9,0.4933,359.8634
4465,4471,99.9,0.4723,359.8602
4362,4366,99.9,0.4615,359.852
4304,4311,99.8,0.4628,359.8445
4276,4279,99.9,0.4539,359.8354
4244,4248,99.9,0.4553,359.8239
4248,4253,99.9,0.452,359.8195
4173,4179,99.9,0.4361,359.8079
4162,4167,99.9,0.424,359.7938
4111,4114,99.9,0.4207,359.7871
4089,4093,99.9,0.4103,359.7738
4056,4061,99.9,0.4071,359.7612
4073,4074,100.0,0.4103,359.7531
4071,4073,100.0,0.4019,359.7392
4070,4073,99.9,0.4012,359.7132
4070,4073,99.9,0.4012,359.7132
4080,4085,99.9,0.3852,359.6951
3985,3986,100.0,0.3774,359.6872
3966,3970,99.9,0.3674,359.6709
3914,3915,100.0,0.3631,359.6561
3836,3839,99.9,0.3426,359.6238
3836,3839,99.9,0.3426,359.6238
3776,3777,100.0,0.3335,359.6121
3721,3724,99.9,0.3099,359.6005
3687,3689,99.9,0.3046,359.5934
3612,3614,99.9,0.2896,359.5808
3516,3518,99.9,0.2843,359.5647
3511,3513,99.9,0.2771,359.5533
3449,3452,99.9,0.2823,359.546
3449,3452,99.9,0.2823,359.546
3492,3499,99.8,0.2835,359.5388
3433,3437,99.9,0.2751,359.534
3401,3403,99.9,0.2753,359.5318
3398,3402,99.9,0.2626,359.5266
3259,3259,100.0,0.2425,359.5126
3259,3259,100.0,0.2425,359.5126
3218,3221,99.9,0.2505,359.5115
3207,3209,99.9,0.2586,359.5131
3203,3203,100.0,0.2729,359.5258
3203,3203,100.0,0.2729,359.5258
3199,3202,99.9,0.2773,359.5342
3163,3164,100.0,0.2834,359.5549
3163,3164,100.0,0.2834,359.5549
3163,3164,100.0,0.2834,359.5549
3074,3077,99.9,0.2916,359.5829
3008,3010,99.9,0.2935,359.5944
3008,3010,99.9,0.2935,359.5944
3014,3015,100.0,0.2945,359.6091
3006,3008,99.9,0.3004,359.6259
3012,3016,99.9,0.3079,359.6574
3012,3016,99.9,0.3079,359.6574
3023,3027,99.9,0.3171,359.6793
3054,3060,99.8,0.3202,359.6876
3049,3058,99.7,0.3303,359.7043
3060,3068,99.7,0.338,359.7204
3124,3135,99.6,0.3473,359.7377
3126,3137,99.6,0.3609,359.755
3219,3234,99.5,0.3757,359.7883
3206,3222,99.5,0.3863,359.8058
3206,3222,99.5,0.3863,359.8058
3301,3319,99.5,0.3915,359.8252
3348,3363,99.6,0.4062,359.8698
3348,3363,99.6,0.4062,359.8698
3349,3359,99.7,0.4134,359.8945
3334,3334,100.0,0.4108,359.9121
3289,3289,100.0,0.4038,359.9512
3289,3289,100.0,0.4038,359.9512
3289,3289,100.0,0.4134,359.9771
3278,3279,100.0,0.4085,359.9921
3278,3279,100.0,0.3976,0.0049
3245,3246,100.0,0.3945,0.0094
3229,3232,99.9,0.3927,0.0162
3250,3255,99.8,0.3937,0.0204
3106,3117,99.6,0.3893,0.0255
3106,3117,99.6,0.3893,0.0255
3144,3156,99.6,0.3843,0.026
3112,3127,99.5,0.3776,0.0254
3115,3124,99.7,0.3761,0.0243
3102,3111,99.7,0.3729,0.0209
3075,3078,99.9,0.3726,0.0176
3071,3073,99.9,0.3721,0.0157
3072,3074,99.9,0.377,0.0099
3054,3056,99.9,0.3802,0.0046
3075,3078,99.9,0.3805,0.0022
3107,3109,99.9,0.3864,-0.0002
3102,3106,99.9,0.3888,-0.0001
3135,3143,99.7,0.3978,-0.0001
3133,3142,99.7,0.4034,-0.0001
3190,3201,99.7,0.4055,-0.0004
3190,3201,99.7,0.4055,-0.0004
3210,3224,99.6,0.4089,-0.0015
3144,3161,99.5,0.4127,-0.0011
3200,3218,99.4,0.4132,-0.0016
3194,3214,99.4,0.4137,-0.0023
3132,3149,99.5,0.4118,-0.0053
3132,3149,99.5,0.4118,-0.0053
3164,3177,99.6,0.4065,359.9901
3107,3114,99.8,0.4048,359.9892
3098,3108,99.7,0.401,359.9883
3015,3026,99.6,0.3979,359.9885
2999,3015,99.5,0.396,359.9895
2919,2938,99.4,0.3844,-0.0052
2919,2938,99.4,0.3844,-0.0052
2947,2969,99.3,0.3796,-0.0004
2866,2880,99.5,0.3725,0.0013
2866,2880,99.5,0.3725,0.0013
2829,2842,99.5,0.3705,0.0027
2823,2840,99.4,0.3675,0.0072
2783,2804,99.3,0.366,0.0095
2771,2791,99.3,0.3631,0.016
2764,2786,99.2,0.3588,0.026
2740,2752,99.6,0.357,0.0292
2748,2764,99.4,0.354,0.0356
2744,2759,99.5,0.3529,0.0391
2737,2755,99.3,0.3498,0.0464
2718,2737,99.3,0.3467,0.0527
2720,2737,99.4,0.3438,0.0585
2708,2724,99.4,0.3409,0.0639
2685,2703,99.3,0.3382,0.0676
2680,2698,99.3,0.3364,0.0693
2682,2701,99.3,0.3342,0.0709
2682,2701,99.3,0.3342,0.0709
2660,2680,99.3,0.3319,0.0712
2612,2624,99.5,0.329,0.0688
2612,2624,99.5,0.329,0.0688
2622,2632,99.6,0.3284,0.0676
2622,2628,99.8,0.3279,0.0657
2622,2628,99.8,0.3279,0.0657
2613,2616,99.9,0.3276,0.0711
2602,2604,99.9,0.3271,0.0732
2605,2608,99.9,0.3258,0.0764
2605,2608,99.9,0.3258,0.0764
2609,2610,100.0,0.3239,0.0772
2593,2597,99.8,0.3237,0.0754
2584,2587,99.9,0.3245,0.0691
2584,2587,99.9,0.3245,0.0691
2583,2587,99.8,0.3254,0.0615
2597,2603,99.8,0.3267,0.0528
2585,2588,99.9,0.3286,0.0436
2577,2581,99.8,0.3298,0.0382
2576,2577,100.0,0.3392,0.0031
2576,2577,100.0,0.3392,0.0031
2577,2578,100.0,0.3422,359.993
2597,2598,100.0,0.3425,359.9834
2617,2619,99.9,0.341,359.9685
2573,2574,100.0,0.3387,359.9565
2573,2574,100.0,0.3387,359.9565
2580,2580,100.0,0.3354,359.9438
2566,2566,100.0,0.331,359.9294
2474,2474,100.0,0.3165,359.8923
2474,2474,100.0,0.3165,359.8923
2460,2460,100.0,0.3096,359.877
2358,2358,100.0,0.2982,359.8539
2272,2272,100.0,0.2903,359.84
2272,2272,100.0,0.2903,359.84
2191,2191,100.0,0.2822,359.8249
2132,2132,100.0,0.2739,359.8101
2061,2061,100.0,0.2656,359.796
2002,2002,100.0,0.2572,359.7809
1955,1955,100.0,0.2529,359.7733
1944,1944,100.0,0.2447,359.759
1913,1913,100.0,0.2406,359.7523
1870,1870,100.0,0.2327,359.7392
1863,1863,100.0,0.2253,359.7278
1848,1848,100.0,0.2218,359.7228
1816,1816,100.0,0.2153,359.7139
1815,1815,100.0,0.2095,359.7063
1792,1792,100.0,0.2069,359.7035
1793,1793,100.0,0.2023,359.6985
1770,1770,100.0,0.1987,359.6964
1765,1765,100.0,0.1974,359.6964
1746,1746,100.0,0.1954,359.6979
1742,1742,100.0,0.1945,359.7011
1718,1718,100.0,0.1948,359.7069
1698,1698,100.0,0.1964,359.7152
1697,1697,100.0,0.1992,359.7275
1697,1697,100.0,0.1992,359.7275
1706,1706,100.0,0.2035,359.7426
1691,1691,100.0,0.2125,359.7703
1699,1699,100.0,0.2286,359.812
1699,1699,100.0,0.2286,359.812
1720,1720,100.0,0.2384,359.8377
1703,1703,100.0,0.2496,359.8713
1707,1707,100.0,0.262,359.9064
1732,1732,100.0,0.2684,359.9264
1777,1777,100.0,0.2811,359.9701
1848,1848,100.0,0.2936,0.0181
2003,2003,100.0,0.2971,0.0407
1988,1988,100.0,0.3001,0.086
2034,2034,100.0,0.2972,0.154
2004,2005,100.0,0.2862,0.2224
1977,1977,100.0,0.2734,0.2761
1977,1977,100.0,0.2734,0.2761
1965,1965,100.0,0.257,0.3322
1762,1771,99.5,0.2047,0.4676
1762,1771,99.5,0.2047,0.4676
1683,1689,99.6,0.1678,0.5475
1578,1582,99.7,0.1409,0.6044
1525,1530,99.7,0.0555,0.7653
1525,1530,99.7,0.0555,0.7653
1514,1516,99.9,0.0136,0.8344
1439,1439,100.0,359.9928,0.8739
1428,1430,99.9,359.9863,0.8941
1415,1425,99.3,359.9846,0.9268
1395,1404,99.4,0.0107,0.9987
1395,1404,99.4,0.0107,0.9987
1380,1387,99.5,0.0147,1.0222
1342,1342,100.0,0.0069,1.0343
1342,1342,100.0,0.0069,1.0343
1359,1364,99.6,0.002,1.0296
1328,1331,99.8,0.0034,1.0164
1311,1313,99.8,0.0107,0.9595
1311,1313,99.8,0.0107,0.9595
1292,1295,99.8,0.0152,0.934
1274,1276,99.8,0.0214,0.9012
1247,1250,99.8,0.0438,0.8096
1247,1250,99.8,0.0438,0.8096
1254,1254,100.0,0.0557,0.7666
1232,1234,99.8,0.0772,0.6908
1252,1252,100.0,0.1123,0.5847
1252,1252,100.0,0.1123,0.5847
1252,1252,100.0,0.1321,0.5287
1316,1319,99.8,0.1531,0.4671
1330,1337,99.5,0.2174,0.2803
1330,1337,99.5,0.2174,0.2803
1332,1338,99.6,0.2486,0.1831
1330,1340,99.3,0.2682,0.1114
1555,1569,99.1,0.3044,359.9682
1555,1569,99.1,0.3044,359.9682
1558,1578,98.7,0.3207,359.8945
1551,1584,97.9,0.3265,359.8001
1522,1564,97.3,0.3121,359.6828
1507,1557,96.8,0.2894,359.6049
1507,1557,96.8,0.2894,359.6049
1368,1413,96.8,0.2701,359.5581
1360,1398,97.3,0.2484,359.5149
1302,1338,97.3,0.2249,359.4758
1206,1239,97.3,0.1628,359.3928
1206,1239,97.3,0.1628,359.3928
1158,1183,97.9,0.1378,359.3644
1109,1143,97.0,0.1016,359.3281
1023,1058,96.7,0.0479,359.2865
1023,1058,96.7,0.0479,359.2865
1002,1036,96.7,0.03,359.2785
979,1005,97.4,0.0084,359.281
970,1004,96.6,-0.0041,359.293
966,1000,96.6,-0.0042,359.3057
966,1000,96.6,-0.0042,359.3057
956,997,95.9,0.0033,359.3351
946,979,96.6,0.0104,359.3596
940,982,95.7,0.025,359.4003
951,991,96.0,0.037,359.4316
951,991,96.0,0.037,359.4316
946,993,95.3,0.0586,359.484
957,1010,94.8,0.0837,359.5412
953,1000,95.3,0.1022,359.582
953,1000,95.3,0.1022,359.582
953,1010,94.4,0.1317,359.644
967,1064,90.9,0.1833,359.7451
967,1064,90.9,0.1833,359.7451
955,1059,90.2,0.2145,359.8073
955,1066,89.6,0.2347,359.8546
1034,1156,89.4,0.2808,359.9746
1034,1156,89.4,0.2808,359.9746
1216,1346,90.3,0.2971,0.0226
1329,1452,91.5,0.3109,0.1329
1329,1452,91.5,0.3109,0.1329
1316,1455,90.4,0.3074,0.1613
1315,1447,90.9,0.2964,0.2018
1315,1446,90.9,0.286,0.2257
1315,1446,90.9,0.286,0.2257
1270,1395,91.0,0.2672,0.2562
1136,1251,90.8,0.2534,0.2725
1001,1112,90.0,0.2317,0.2921
918,1022,89.8,0.217,0.3031
918,1022,89.8,0.217,0.3031
915,1015,90.1,0.1958,0.3144
904,1002,90.2,0.1826,0.3176
905,1000,90.5,0.1651,0.3172
905,1000,90.5,0.1651,0.3172
910,1003,90.7,0.1551,0.3152
908,1001,90.7,0.1426,0.31
911,1006,90.6,0.1272,0.2912
911,1006,90.6,0.1272,0.2912
902,992,90.9,0.1242,0.2788
899,985,91.3,0.1238,0.2697
920,1006,91.5,0.1278,0.2443
920,1006,91.5,0.1278,0.2443
908,994,91.3,0.1334,0.2251
926,1027,90.2,0.1502,0.1838
926,1027,90.2,0.1502,0.1838
927,1028,90.2,0.1567,0.1725
935,1043,89.6,0.1669,0.155
948,1057,89.7,0.1807,0.1328
948,1057,89.7,0.1807,0.1328
956,1071,89.3,0.191,0.1148
968,1080,89.6,0.2075,0.0854
968,1080,89.6,0.2075,0.0854
969,1075,90.1,0.2172,0.0644
973,1069,91.0,0.224,0.0454
987,1075,91.8,0.2348,0.0118
987,1075,91.8,0.2348,0.0118
989,1080,91.6,0.2414,359.981
996,1089,91.5,0.2417,359.9595
986,1078,91.5,0.2393,359.9348
986,1078,91.5,0.2393,359.9348
980,1082,90.6,0.2313,359.896
990,1093,90.6,0.2088,359.8315
990,1093,90.6,0.2088,359.8315
982,1089,90.2,0.1916,359.7961
1002,1112,90.1,0.1734,359.7678
1016,1132,89.8,0.1612,359.7506
1016,1132,89.8,0.1612,359.7506
1029,1142,90.1,0.1431,359.7285
1039,1145,90.7,0.1156,359.6999
1039,1145,90.7,0.1156,359.6999
1049,1156,90.7,0.1014,359.6864
1049,1147,91.5,0.0794,359.6689
1049,1147,91.5,0.0794,359.6689
1062,1161,91.5,0.0742,359.6664
1082,1173,92.2,0.0689,359.6677
1087,1178,92.3,0.0671,359.6719
1087,1178,92.3,0.0671,359.6719
1088,1172,92.8,0.0671,359.6826
1080,1155,93.5,0.0689,359.692
1116,1184,94.3,0.0739,359.7086
1151,1213,94.9,0.0789,359.7237
1151,1213,94.9,0.0789,359.7237
1146,1203,95.3,0.0892,359.7532
1175,1229,95.6,0.0979,359.7766
1218,1262,96.5,0.1133,359.8142
1244,1283,97.0,0.125,359.8421
1244,1283,97.0,0.125,359.8421
1245,1278,97.4,0.1443,359.8892
1225,1260,97.2,0.1577,359.9236
1273,1303,97.7,0.1776,359.9755
1273,1303,97.7,0.1776,359.9755
1315,1336,98.4,0.1962,0.027
1308,1330,98.3,0.2026,0.0569
1325,1343,98.7,0.2061,0.0849
1325,1343,98.7,0.2061,0.0849
1313,1325,99.1,0.2063,0.1222
1360,1376,98.8,0.2036,0.1451
1341,1355,99.0,0.1959,0.1761
1341,1356,98.9,0.1888,0.1962
1341,1356,98.9,0.1888,0.1962
1382,1393,99.2,0.1759,0.2239
1367,1380,99.1,0.1661,0.2415
1374,1391,98.8,0.1503,0.2656
1374,1391,98.8,0.1503,0.2656
1375,1392,98.8,0.1395,0.279
1387,1402,98.9,0.1236,0.2961
1376,1389,99.1,0.1133,0.3059
1376,1389,99.1,0.1133,0.3059
1371,1384,99.1,0.0993,0.3152
1383,1397,99.0,0.0911,0.3179
1371,1384,99.1,0.0809,0.3179
1371,1384,99.1,0.0809,0.3179
1356,1369,99.1,0.0757,0.3157
1367,1375,99.4,0.0703,0.3085
1350,1358,99.4,0.0684,0.3016
1350,1358,99.4,0.0684,0.3016
1339,1346,99.5,0.0684,0.2855
1350,1358,99.4,0.0751,0.2524
1350,1358,99.4,0.0751,0.2524
1355,1359,99.7,0.0828,0.2289
1353,1360,99.5,0.1047,0.1779
1353,1360,99.5,0.1047,0.1779
1359,1369,99.3,0.1177,0.1527
1354,1370,98.8,0.127,0.1339
1368,1391,98.3,0.1418,0.1038
1368,1391,98.3,0.1418,0.1038
1361,1388,98.1,0.1519,0.0834
1355,1382,98.0,0.1673,0.0524
1353,1387,97.5,0.1775,0.0323
1353,1387,97.5,0.1775,0.0323
1377,1409,97.7,0.1819,0.0022
1387,1426,97.3,0.172,359.9861
1357,1394,97.3,0.1526,359.9642
1357,1394,97.3,0.1526,359.9642
1350,1393,96.9,0.1406,359.9492
1340,1386,96.7,0.1241,359.929
1335,1385,96.4,0.1055,359.906
1322,1371,96.4,0.0926,359.8947
1322,1371,96.4,0.0926,359.8947
1292,1344,96.1,0.061,359.8788
1292,1325,97.5,0.0333,359.8672
1280,1309,97.8,-0.0047,359.8541
1280,1309,97.8,-0.0047,359.8541
1336,1372,97.4,359.9756,359.8487
1319,1354,97.4,359.9695,359.8459
1332,1374,96.9,359.974,359.8436
1332,1374,96.9,359.974,359.8436
1321,1369,96.5,359.9865,359.8538
1341,1395,96.1,359.9928,359.8684
1336,1394,95.8,359.9888,359.8797
1336,1394,95.8,359.9888,359.8797
1328,1390,95.5,359.9718,359.9006
1306,1364,95.7,359.9231,359.9423
1306,1364,95.7,359.9231,359.9423
1301,1362,95.5,359.9015,359.9706
1327,1385,95.8,359.8939,-0.0053
1320,1383,95.4,359.8943,0.0312
1320,1383,95.4,359.8943,0.0312
1320,1390,95.0,359.909,0.0653
1313,1387,94.7,359.9247,0.0886
1330,1397,95.2,359.9442,0.1106
1330,1397,95.2,359.9442,0.1106
1359,1421,95.6,359.9785,0.1412
1390,1440,96.5,0.0032,0.1602
1420,1466,96.9,0.0223,0.1794
1420,1466,96.9,0.0223,0.1794
1437,1482,97.0,0.0212,0.1986
1476,1507,97.9,0.0159,0.2118
1490,1516,98.3,0.0119,0.2244
1490,1516,98.3,0.0119,0.2244
1505,1526,98.6,0.0083,0.2415
1518,1534,99.0,0.0072,0.2516
1567,1579,99.2,0.0075,0.2648
1567,1579,99.2,0.0075,0.2648
1608,1620,99.3,0.0036,0.2737
1692,1707,99.1,359.9677,0.2914
1692,1707,99.1,359.9677,0.2914
1669,1681,99.3,359.9417,0.2959
1709,1731,98.7,359.8974,0.2928
1709,1731,98.7,359.8974,0.2928
1722,1749,98.5,359.8844,0.288
1754,1772,99.0,359.8854,0.2799
1766,1784,99.0,359.8929,0.2736
1766,1784,99.0,359.8929,0.2736
1780,1798,99.0,359.9125,0.2634
1854,1875,98.9,359.9599,0.2474
1854,1875,98.9,359.9599,0.2474
1837,1852,99.2,-0.0056,0.2364
1867,1881,99.3,0.0189,0.232
1857,1874,99.1,0.0549,0.2235
1857,1874,99.1,0.0549,0.2235
1877,1894,99.1,0.0863,0.2087
1897,1912,99.2,0.1318,0.1807
1897,1912,99.2,0.1318,0.1807
1908,1921,99.3,0.1445,0.1624
1937,1949,99.4,0.1422,0.1473
1952,1963,99.4,0.1253,0.1253
1952,1963,99.4,0.1253,0.1253
1957,1974,99.1,0.111,0.1105
2005,2023,99.1,0.0942,0.0908
2039,2056,99.2,0.0861,0.0792
2039,2056,99.2,0.0861,0.0792
2072,2095,98.9,0.0785,0.066
2110,2133,98.9,0.0763,0.059
2116,2145,98.6,0.0767,0.052
2116,2145,98.6,0.0767,0.052
2113,2140,98.7,0.0738,0.0503
2141,2174,98.5,0.0561,0.0507
2117,2149,98.5,0.0366,0.0529
2117,2149,98.5,0.0366,0.0529
2099,2122,98.9,0.0092,0.0598
2003,2031,98.6,359.9841,0.0767
2003,2031,98.6,359.9841,0.0767
2004,2034,98.5,359.983,0.081
2012,2045,98.4,0.0024,0.0871
2012,2045,98.4,0.0024,0.0871
2033,2064,98.5,0.0077,0.0854
2070,2098,98.7,0.0026,0.0849
2059,2091,98.5,359.9923,0.0838
2059,2091,98.5,359.9923,0.0838
2038,2067,98.6,359.9804,0.0822
2026,2055,98.6,359.9782,0.0812
2045,2073,98.6,359.9816,0.081
2045,2073,98.6,359.9816,0.081
2057,2084,98.7,359.9919,0.079
2084,2109,98.8,-0.0037,0.0766
2117,2143,98.8,359.9941,0.0771
2117,2143,98.8,359.9941,0.0771
2134,2159,98.8,359.9812,0.0817
2108,2138,98.6,359.9456,0.0864
2108,2138,98.6,359.9456,0.0864
2131,2163,98.5,359.9333,0.0905
2138,2176,98.3,359.9337,0.0993
2136,2170,98.4,359.9393,0.1078
2136,2170,98.4,359.9393,0.1078
2164,2202,98.3,359.9561,0.1232
2243,2295,97.7,-0.002,0.1559
2243,2295,97.7,-0.002,0.1559
2242,2286,98.1,0.0237,0.1738
2288,2335,98.0,0.0441,0.1972
2325,2377,97.8,0.0503,0.2149
2325,2377,97.8,0.0503,0.2149
2364,2407,98.2,0.0421,0.2432
2355,2403,98.0,0.0264,0.2653
2347,2392,98.1,0.0086,0.2884
2347,2392,98.1,0.0086,0.2884
2336,2379,98.2,359.9911,0.3231
2339,2389,97.9,0.0024,0.3875
2339,2389,97.9,0.0024,0.3875
2356,2405,98.0,0.0061,0.4054
2390,2441,97.9,0.0075,0.458
2390,2441,97.9,0.0075,0.458
2395,2452,97.7,359.9891,0.4836
2265,2341,96.8,359.9521,0.5185
2265,2341,96.8,359.9521,0.5185
2234,2307,96.8,359.9422,0.5347
2155,2216,97.2,359.9483,0.572
2172,2233,97.3,359.9623,0.6021
2172,2233,97.3,359.9623,0.6021
2174,2247,96.8,-0.0043,0.6566
2292,2375,96.5,0.028,0.7469
2292,2375,96.5,0.028,0.7469
2275,2369,96.0,0.0306,0.8012
2191,2296,95.4,0.0148,0.8891
2191,2296,95.4,0.0148,0.8891
2176,2270,95.9,359.9914,0.9382
2126,2216,95.9,359.97,0.9864
2075,2159,96.1,359.9592,1.0131
2075,2159,96.1,359.9592,1.0131
2093,2170,96.5,359.9653,1.0385
2072,2144,96.6,359.9868,1.05
2094,2154,97.2,0.0066,1.0451
2094,2154,97.2,0.0066,1.0451
2101,2151,97.7,0.0057,1.0338
2114,2144,98.6,0.0018,1.0127
2113,2129,99.2,0.0027,0.9926
2113,2129,99.2,0.0027,0.9926
2129,2129,100.0,-0.0039,0.9479
2071,2071,100.0,359.9867,0.9116
2030,2030,100.0,359.9755,0.842
2030,2030,100.0,359.9755,0.842
2010,2010,100.0,359.9718,0.784
1965,1965,100.0,359.9723,0.6886
1916,1916,100.0,359.9762,0.6166
1916,1916,100.0,359.9762,0.6166
1910,1910,100.0,359.9749,0.4904
1797,1797,100.0,359.9658,0.392
1788,1788,100.0,359.9537,0.2287
1788,1788,100.0,359.9537,0.2287
1823,1823,100.0,359.9474,0.0814
1890,1890,100.0,359.9435,359.8256
1990,1990,100.0,359.945,359.6327
1990,1990,100.0,359.945,359.6327
2053,2053,100.0,359.9744,359.3225
2349,2351,99.9,0.014,359.1002
2699,2809,96.1,0.0123,358.8026
2699,2809,96.1,0.0123,358.8026
2745,2970,92.4,0.0004,358.7371
2713,2982,91.0,359.9888,358.7684
2660,2858,93.1,359.9848,358.882
2660,2858,93.1,359.9848,358.882
2544,2724,93.4,-0.0029,358.9692
2426,2525,96.1,-0.0009,358.9789
2367,2472,95.8,0.0055,358.9517
2367,2472,95.8,0.0055,358.9517
2314,2405,96.2,0.009,358.93
2291,2403,95.3,0.011,358.9003
2247,2350,95.6,0.0062,358.8929
2247,2350,95.6,0.0062,358.8929
2174,2286,95.1,-0.0015,358.8956
2001,2078,96.3,-0.0046,358.9068
2001,2078,96.3,-0.0046,358.9068
1955,2038,95.9,-0.002,358.9003
1934,2019,95.8,-0.0018,358.8991
1876,1965,95.5,0.0026,358.904
1876,1965,95.5,0.0026,358.904
1822,1906,95.6,-0.001,358.9081
1748,1817,96.2,0.0034,358.9175
1748,1817,96.2,0.0034,358.9175
1724,1785,96.6,0.0014,358.9284
1669,1725,96.8,-0.0012,358.9529
1641,1693,96.9,359.9856,358.9726
1641,1693,96.9,359.9856,358.9726
1611,1649,97.7,359.9737,358.9791
1563,1605,97.4,359.9675,358.9894
1538,1570,98.0,359.9728,358.9961
1538,1570,98.0,359.9728,358.9961
1515,1544,98.1,359.9917,359.0038
1540,1569,98.2,0.0049,359.0096
1530,1560,98.1,0.0134,359.0233
1530,1560,98.1,0.0134,359.0233
1504,1529,98.4,0.0114,359.0375
1490,1513,98.5,-0.0051,359.066
1480,1496,98.9,359.9818,359.0869
1461,1474,99.1,359.9667,359.1324
1461,1474,99.1,359.9667,359.1324
1423,1432,99.4,359.9635,359.1916
1380,1385,99.6,359.9745,359.2969
1380,1385,99.6,359.9745,359.2969
1372,1374,99.9,359.9884,359.377
1387,1387,100.0,359.994,359.4457
1408,1408,100.0,359.9887,359.5665
1408,1408,100.0,359.9887,359.5665
1387,1387,100.0,359.9773,359.6589
1328,1328,100.0,359.9203,359.9631
1328,1328,100.0,359.9203,359.9631
1303,1303,100.0,359.9063,0.08
1315,1315,100.0,359.9114,0.4396
1315,1315,100.0,359.9114,0.4396
1312,1312,100.0,359.9624,0.6161
1361,1367,99.6,0.031,0.8924
1361,1367,99.6,0.031,0.8924
1382,1392,99.3,0.0283,1.0582
1337,1349,99.1,0.0023,1.1592
1337,1349,99.1,0.0023,1.1592
1345,1372,98.0,359.9923,1.1278
1319,1333,98.9,-0.0049,1.0648
